"paper_id","title","authors","year","venue","citation_count","decision_label","relevance_score","decision_method","source_api","external_id","url","pdf_url","pdf_downloaded","pdf_path","parsed","abstract_preview"
"955","Curriculum-Based Federated Learning for Machine Fault Diagnosis With Noisy Labels","Wenjun Sun; Ruqiang Yan; Ruibing Jin; Rui Zhao; Zhenghua Chen","2024","IEEE Transactions on Industrial Informatics","9","direct","0.85","llm","semantic_scholar","afefa406a65664b9a3289221ef9f6a1ff8d78c5b","https://www.semanticscholar.org/paper/afefa406a65664b9a3289221ef9f6a1ff8d78c5b","","no","","yes","Federated learning (FL) has emerged as an effective machine-learning paradigm for collaborative machine fault diagnosis "
"956","Federated Learning Client Pruning for Noisy Labels","Mahdi Morafah; Hojin Chang; Chen Chen; Bill Lin","2024","ACM Transactions on Modeling and Performance Evaluation of Computing Systems","4","direct","0.85","llm","semantic_scholar","f9e7212e83bbcf9458da44945f3ed417642524da","https://www.semanticscholar.org/paper/f9e7212e83bbcf9458da44945f3ed417642524da","https://dl.acm.org/doi/pdf/10.1145/3706058","no","","yes","Federated Learning (FL) enables collaborative model training across decentralized edge devices while preserving data pri"
"957","Federated Learning with Local Openset Noisy Labels","Zonglin Di; Zhaowei Zhu; Xiaoxiao Li; Yang Liu","2024","European Conference on Computer Vision","3","exclude","0.0","rule","semantic_scholar","dad192da72e35bea086fa35a5e906e05f0fb10db","https://www.semanticscholar.org/paper/dad192da72e35bea086fa35a5e906e05f0fb10db","","no","","no",""
"958","FedLTF: Linear Probing Teaches Fine-tuning to Mitigate Noisy Labels in Federated Learning","Shaojie Zhan; Lixing Yu; Hanqi Chen; Tianxi Ji","2024","Asian Conference on Machine Learning","2","exclude","0.0","rule","semantic_scholar","3b268307970c07ef23406f5ee9f9c4f506ecb794","https://www.semanticscholar.org/paper/3b268307970c07ef23406f5ee9f9c4f506ecb794","","no","","no",""
"959","Representation Optimal Matching for Federated Learning With Noisy Labels in Remote Sensing","Xuefeng Jiang; Tian Wen; Sheng Sun; Jinliang Yuan; Huashuo Liu; Peng Li; Lvhua Wu; Yuwei Wang; Min Liu","2025","IEEE Transactions on Mobile Computing","0","exclude","0.0","rule","semantic_scholar","5fd665f880200bc8bbad37f5789b4f6ae284d650","https://www.semanticscholar.org/paper/5fd665f880200bc8bbad37f5789b4f6ae284d650","","no","","no",""
"960","InC: A Vertical Federated Learning Framework with Multiple Noisy Labels","Ruixuan Zhang; Ziyi Li; Xiao Yan; Xiaokai Zhou; Hao Wang; Hao Huang; Jiawei Jiang","2025","International Conference on Database Systems for Advanced Applications","0","exclude","0.0","rule","semantic_scholar","2fc88a973aa4ea60c6d56e48cceddb9701534f13","https://www.semanticscholar.org/paper/2fc88a973aa4ea60c6d56e48cceddb9701534f13","","no","","no",""
"961","FLR: Label-Mixture Regularization for Federated Learning with Noisy Labels","Taehyeon Kim; Donggyu Kim; SeYoung Yun; AI Kaist","2024","Trans. Mach. Learn. Res.","1","exclude","0.0","rule","semantic_scholar","87bac31c357cf5b7a950790988b042e37567c118","https://www.semanticscholar.org/paper/87bac31c357cf5b7a950790988b042e37567c118","","no","","no",""
"962","Revisiting Early-Learning Regularization When Federated Learning Meets Noisy Labels","Taehyeon Kim; Donggyu Kim; SeYoung Yun","2024","arXiv.org","1","direct","0.85","llm","semantic_scholar","fd55f82ba1af5a063da7f5ddb081a4fdbc05ceb2","https://www.semanticscholar.org/paper/fd55f82ba1af5a063da7f5ddb081a4fdbc05ceb2","https://arxiv.org/pdf/2402.05353","yes","storage\pdfs\topic_3\paper_962.pdf","yes","In the evolving landscape of federated learning (FL), addressing label noise presents unique challenges due to the decen"
"963","FedDiv: Collaborative Noise Filtering for Federated Learning with Noisy Labels","Jichang Li; Guanbin Li; Huidian Cheng; Zicheng Liao; Yizhou Yu","2023","AAAI Conference on Artificial Intelligence","34","direct","0.95","llm","semantic_scholar","064dcb85d67231075a768cbfed65264402c72b91","https://www.semanticscholar.org/paper/064dcb85d67231075a768cbfed65264402c72b91","https://arxiv.org/pdf/2312.12263","yes","storage\pdfs\topic_3\paper_963.pdf","yes","Federated Learning with Noisy Labels (F-LNL) aims at seeking an optimal server model via collaborative distributed learn"
"964","Relaxed Contrastive Learning for Robust Federated Models with Noisy Labels and Limited Clients","Girum Fitihamlak Ejigu; Apurba Adhikary; Choong Seon Hong","2025","International Conference on Advanced Communication Technology","4","direct","0.85","llm","semantic_scholar","c1705624ea6eb0336deb697a9c6ddd71ca65523d","https://www.semanticscholar.org/paper/c1705624ea6eb0336deb697a9c6ddd71ca65523d","","no","","yes","Federated Learning enables collaborative model training across distributed clients without sharing raw data, making it s"
"965","Labeling Chaos to Learning Harmony: Federated Learning with Noisy Labels","Vasileios Tsouvalas; Aaqib Saeed; Tanir Ozcelebi; Nirvana Meratnia","2024","ACM Transactions on Intelligent Systems and Technology","27","direct","0.95","llm","crossref","10.1145/3626242","https://doi.org/10.1145/3626242","","no","","yes","<jats:p>             Federated Learning (FL) is a distributed machine learning paradigm that enables learning models fro"
"966","Deep learning for individual tree detection with noisy labels","Dimitri Gominski; Martin Brandt; Rasmus Fensholt","2023","","0","adjacent","0.4","llm","crossref","10.5194/egusphere-egu23-12859","https://doi.org/10.5194/egusphere-egu23-12859","","no","","yes","<jats:p>Automated detection with deep learning opens the way for large-scale mapping of individual trees from aerial or "
"967","Learning with Imbalance Noisy Labels via Confidence-guided Sample Mixing and Negative Learning","Yu Liu; Guanjia Zhang; Xiang Wei","2026","","0","adjacent","0.4","llm","crossref","10.21203/rs.3.rs-8363340/v1","https://doi.org/10.21203/rs.3.rs-8363340/v1","","no","","yes","<title>Abstract</title>                 <p>Deep learning methods have achieved significant performance improvements by r"
"968","Relation Graph Alignment for Learning with Noisy Labels","Zhuang Qi; Junlin Zhang; Sijin Zhou; Xiaming Chen; Xin Qi","2025","","0","adjacent","0.4","llm","crossref","10.21203/rs.3.rs-6233232/v1","https://doi.org/10.21203/rs.3.rs-6233232/v1","","no","","yes","<title>Abstract</title>         <p>Noisy label learning is crucial for improving model performance on datasets with unre"
"969","Learning with noisy labels via clean-aware sharpness-aware minimization","Bin Huang; Ping Zhang; Ying Xie; chaoyang xu","2024","","0","exclude","0.0","llm","crossref","10.21203/rs.3.rs-4858999/v1","https://doi.org/10.21203/rs.3.rs-4858999/v1","","no","","no","<title>Abstract</title>         <p>Noise label learning has attracted considerable attention owing to its ability to lev"
"970","Learning of Classification Models from Noisy Soft-Labels","Xue Yanbing; Hauskrecht Milos","2016","Frontiers in Artificial Intelligence and Applications","0","exclude","0.0","llm","crossref","10.3233/978-1-61499-672-9-1618","https://doi.org/10.3233/978-1-61499-672-9-1618","","no","","no","<jats:p>We develop and test a new classification model learning algorithm that relies on the soft-label information and "
"971","FedCoop: Cooperative Federated Learning for Noisy Labels","Kahou Tam; Li Li; Yan Zhao; Chengzhong Xu","2023","Frontiers in Artificial Intelligence and Applications","2","direct","0.85","llm","crossref","10.3233/faia230529","https://doi.org/10.3233/faia230529","","no","","yes","<jats:p>Federated Learning coordinates multiple clients to collaboratively train a shared model while preserving data pr"
"972","A Framework Using Contrastive Learning for Classification with Noisy Labels","Madalina Ciortan; Romain Dupuis; Thomas Peel","2021","Data","8","adjacent","0.4","llm","crossref","10.3390/data6060061","https://doi.org/10.3390/data6060061","","no","","yes","<jats:p>We propose a framework using contrastive learning as a pre-training task to perform image classification in the "
"973","Review–A Survey of Learning from Noisy Labels","Xuefeng Liang; Xingyu Liu; Longshan Yao","2022","ECS Sensors Plus","33","exclude","0.0","llm","crossref","10.1149/2754-2726/ac75f5","https://doi.org/10.1149/2754-2726/ac75f5","","no","","no","<jats:p>Deep Learning has achieved remarkable successes in many industry applications and scientific research fields. On"
"974","MILD: Modeling the Instance Learning Dynamics for Learning with Noisy Labels","Chuanyang Hu; Shipeng Yan; Zhitong Gao; Xuming He","2023","Proceedings of the Thirty-Second International Joint Conference on Artificial Intelligence","2","adjacent","0.45","llm","crossref","10.24963/ijcai.2023/92","https://doi.org/10.24963/ijcai.2023/92","","no","","yes","<jats:p>Despite deep learning has achieved great success, it often relies on a large amount of training data with accura"
"975","SELC: Self-Ensemble Label Correction Improves Learning with Noisy Labels","Yangdi Lu; Wenbo He","2022","Proceedings of the Thirty-First International Joint Conference on Artificial Intelligence","28","adjacent","0.4","llm","crossref","10.24963/ijcai.2022/455","https://doi.org/10.24963/ijcai.2022/455","","no","","yes","<jats:p>Deep neural networks are prone to overfitting noisy labels, resulting in poor generalization performance. To ove"
"976","Label Distribution for Learning with Noisy Labels","Yun-Peng Liu; Ning Xu; Yu Zhang; Xin Geng","2020","Proceedings of the Twenty-Ninth International Joint Conference on Artificial Intelligence","10","adjacent","0.4","llm","crossref","10.24963/ijcai.2020/356","https://doi.org/10.24963/ijcai.2020/356","","no","","yes","<jats:p>The performances of deep neural networks (DNNs) crucially rely on the quality of labeling. In some situations, l"
"977","Towards Federated Learning against Noisy Labels via Local Self-Regularization","Xuefeng Jiang; Sheng Sun; Yuwei Wang; Min Liu","2022","Proceedings of the 31st ACM International Conference on Information &amp; Knowledge Management","47","direct","0.85","llm","openalex","10.1145/3511808.3557475","https://doi.org/10.1145/3511808.3557475","https://dl.acm.org/doi/pdf/10.1145/3511808.3557475","no","","yes","Federated learning (FL) aims to learn joint knowledge from a large scale of decentralized devices with labeled data in a"
"978","Communication-Efficient Robust Federated Learning with Noisy Labels","Junyi Li; Jian Pei; Heng Huang","2022","Proceedings of the 28th ACM SIGKDD Conference on Knowledge Discovery and Data Mining","20","direct","0.9","llm","openalex","10.1145/3534678.3539328","https://doi.org/10.1145/3534678.3539328","https://arxiv.org/pdf/2206.05558","yes","storage\pdfs\topic_3\paper_978.pdf","yes","Federated learning (FL) is a promising privacy-preserving machine learning paradigm over distributed located data. In FL"
"979","Tackling Noisy Clients in Federated Learning with End-to-end Label Correction","Xuefeng Jiang; Sheng Sun; Jia Li; Jingjing Xue; Runhan Li; Zhiyuan Wu; Gang Xu; Yuwei Wang","2024","","18","direct","0.85","llm","openalex","10.1145/3627673.3679550","https://doi.org/10.1145/3627673.3679550","https://dl.acm.org/doi/pdf/10.1145/3627673.3679550","no","","yes","Recently, federated learning (FL) has achieved wide successes for diverse privacy-sensitive applications without sacrifi"
"980","A Review of Deep Learning in Medical Imaging: Imaging Traits, Technology Trends, Case Studies With Progress Highlights, and Future Promises","S. Kevin Zhou; Hayit Greenspan; Christos Davatzikos; James S. Duncan; Bram Van Ginneken; Anant Madabhushi; Jerry L. Prince; Daniel Rueckert","2021","Proceedings of the IEEE","923","adjacent","0.45","llm","openalex","10.1109/jproc.2021.3054390","https://doi.org/10.1109/jproc.2021.3054390","https://arxiv.org/pdf/2008.09104","yes","storage\pdfs\topic_3\paper_980.pdf","yes","Since its renaissance, deep learning has been widely used in various medical imaging tasks and has achieved remarkable s"
"981","FedNoiL: A Simple Two-Level Sampling Method for Federated Learning with Noisy Labels","Zhuowei Wang; Tianyi Zhou; Guodong Long; Bo Han; Jing Jiang","2022","arXiv (Cornell University)","14","direct","0.85","llm","openalex","10.48550/arxiv.2205.10110","https://doi.org/10.48550/arxiv.2205.10110","https://arxiv.org/pdf/2205.10110","yes","storage\pdfs\topic_3\paper_981.pdf","yes","Federated learning (FL) aims at training a global model on the server side while the training data are collected and loc"
"982","Robust Federated Learning With Noisy Labeled Data Through Loss Function Correction","Li Chen; Fan Ang; Yunfei Chen; Weidong Wang","2022","IEEE Transactions on Network Science and Engineering","13","direct","0.85","llm","openalex","10.1109/tnse.2022.3227287","https://doi.org/10.1109/tnse.2022.3227287","","no","","yes","Federated learning (FL) is a communication-efficient machine learning paradigm to leverage distributed data at the netwo"
"983","Federated Learning with Instance-Dependent Noisy Label","Lei Wang; Jieming Bian; Jie Xu","2024","","6","direct","0.85","llm","openalex","10.1109/icassp48485.2024.10447823","https://doi.org/10.1109/icassp48485.2024.10447823","","no","","yes","Federated learning (FL) with noisy labels poses a significant challenge. Existing methods designed for handling noisy la"
"984","FedNoisy: Federated Noisy Label Learning Benchmark","Siqi Liang; Jintao Huang; Junyuan Hong; Dun Zeng; Jiayu Zhou; Zenglin Xu","2023","arXiv (Cornell University)","4","adjacent","0.55","llm","openalex","10.48550/arxiv.2306.11650","https://doi.org/10.48550/arxiv.2306.11650","https://arxiv.org/pdf/2306.11650","yes","storage\pdfs\topic_3\paper_984.pdf","yes","Federated learning has gained popularity for distributed learning without aggregating sensitive data from clients. But m"
"985","MINDFL: Mitigating the Impact of Imbalanced and Noisy-labeled Data in Federated Learning with Quality and Fairness-Aware Client Selection","Chaoyu Zhang; Ning Wang; Shanghao Shi; Changlai Du; Wenjing Lou; Y. Thomas Hou","2023","","7","exclude","0.0","llm","openalex","10.1109/milcom58377.2023.10356215","https://doi.org/10.1109/milcom58377.2023.10356215","","no","","no","Federated Learning (FL) has been acclaimed for enhancing machine learning privacy, but it also faces criticism for its h"
"986","Robust Federated Learning With Noisy Labels","Seunghan Yang; Hyoungseob Park; Junyoung Byun; Changick Kim","2022","IEEE Intelligent Systems","2","direct","0.95","llm","openalex","10.1109/mis.2022.3151466","https://doi.org/10.1109/mis.2022.3151466","https://arxiv.org/pdf/2012.01700","yes","storage\pdfs\topic_3\paper_986.pdf","yes","Federated learning enables local devices to jointly train the server model while keeping the data decentralized and priv"
"987","Noise-Resilient Federated Learning: Suppressing Noisy Labels in the Local Datasets of Participants","Rahul Mishra; Hari Prabhat Gupta; Tanima Dutta","2022","IEEE INFOCOM 2022 - IEEE Conference on Computer Communications Workshops (INFOCOM WKSHPS)","3","direct","0.85","llm","openalex","10.1109/infocomwkshps54753.2022.9798299","https://doi.org/10.1109/infocomwkshps54753.2022.9798299","","no","","yes","Federated Learning (FL) is a novel paradigm of collaboratively training a model using local datasets of multiple partici"
"988","Robust Federated Learning with Parameter Classification and Weighted Aggregation Against Noisy Labels","Qun Li; Congying Duan; Siguang Chen","2023","Global Communications Conference","2","direct","0.85","llm","semantic_scholar","36d2584d579065758b3cbd7ef51fd883255f796e","https://www.semanticscholar.org/paper/36d2584d579065758b3cbd7ef51fd883255f796e","","no","","yes","In recent years, federated learning (FL) has gained increasing attention as a promising approach for preserving privacy "
"989","FedCova: Robust Federated Covariance Learning Against Noisy Labels","Xiangyu Zhong; Xiaojun Yuan; Ying-Jun Angela Zhang","2026","","0","direct","0.95","llm","semantic_scholar","c4189407094d9e55536f03b1db545d4fe48dd2f6","https://www.semanticscholar.org/paper/c4189407094d9e55536f03b1db545d4fe48dd2f6","https://arxiv.org/pdf/2603.04062","yes","storage\pdfs\topic_3\paper_989.pdf","yes","Noisy labels in distributed datasets induce severe local overfitting and consequently compromise the global model in fed"
"990","Robust Federated Learning with Confidence-Weighted Filtering and GAN-Based Completion under Noisy and Incomplete Data","Alpaslan Gökcen; Ali Boyacı","2025","arXiv.org","1","direct","0.85","llm","semantic_scholar","ccc8216359874d5c2b2112a7f0feddbb40e4a1e6","https://www.semanticscholar.org/paper/ccc8216359874d5c2b2112a7f0feddbb40e4a1e6","https://arxiv.org/pdf/2505.09733","yes","storage\pdfs\topic_3\paper_990.pdf","yes","Federated learning (FL) presents an effective solution for collaborative model training while maintaining data privacy a"
"991","Robust Federated Learning against Noisy Clients via Masked Optimization","Xue Jiang; Tian Wen; Zhiqin Yang; Lvhua Wu; Yufeng Chen; Sheng Sun; Yuwei Wang; Min Liu","2025","arXiv.org","1","direct","0.85","llm","semantic_scholar","e6fdf551f34ca95b99cd1f9dc5587244d3debbb7","https://www.semanticscholar.org/paper/e6fdf551f34ca95b99cd1f9dc5587244d3debbb7","https://arxiv.org/pdf/2506.02079","yes","storage\pdfs\topic_3\paper_991.pdf","yes","In recent years, federated learning (FL) has made significant advance in privacy-sensitive applications. However, it can"
"992","FedNDA: Enhancing Federated Learning with Noisy Client Detection and Robust Aggregation","Tuan-Dung Kieu; Charles Fonbonne; Trung-Kien Tran; Thi-Lan Le; Hai Vu; H. Nguyen; Thanh-Hai Tran","2025","EAI Endorsed Trans. Ind. Networks Intell. Syst.","0","direct","0.85","llm","semantic_scholar","143eea21bd5eda7dcecea9d341e5cca93051a620","https://www.semanticscholar.org/paper/143eea21bd5eda7dcecea9d341e5cca93051a620","","no","","yes","Federated Learning is a novel decentralized methodology that enables multiple clients to collaboratively train a global "
"993","Federated Learning with Robust Local Training for Noisy MRI-Based Mental Disorder Diagnosis","Yao Hu; Rui Liu; Jibin Wu; Zhi-an Huang; Kay Chen Tan","2025","Mind","0","direct","0.75","llm","semantic_scholar","d5eaa513a69be0d7806d90ce60cfdf1424b95c33","https://www.semanticscholar.org/paper/d5eaa513a69be0d7806d90ce60cfdf1424b95c33","","no","","yes","While deep learning-based computer-aided diagnosis (DL-CAD) model can identify mental disorders from neuroimages, its ne"
"994","Heterogeneous defect prediction based on robust federated learning","Ding Xia; Xinyu Liu; Yiming Yao; Hui Yang; Aili Wang; Haibin Wu","2025","International Conference on Measurement, Communication and Virtual Reality","0","exclude","0.0","llm","semantic_scholar","6237831500e25fdb70928856f02fc9592ae17958","https://www.semanticscholar.org/paper/6237831500e25fdb70928856f02fc9592ae17958","","no","","no","In the realm of software engineering, accurate software defect prediction (SDP) is paramount for improving quality assur"
"995","Noise-Robust Federated Learning via Contrastive Initialization and Sparse Regularization","Girum Fitihamlak Ejigu; Avi Deb Raha; Mrityunjoy Gain; Eui-nam Huh; Choong Seon Hong","2025","Asia-Pacific Network Operations and Management Symposium","0","direct","0.85","llm","semantic_scholar","f43e78805abe0737a31d023a4f968c79e75ef938","https://www.semanticscholar.org/paper/f43e78805abe0737a31d023a4f968c79e75ef938","","no","","yes","Federated learning (FL) enables collaborative model training across decentralized clients without sharing raw data, maki"
"996","Unsupervised Subdomain Adaptation Robust to Noisy Pseudo Labels Using Symmetric Loss","Yundong Li; Yunlong Yan","2024","","0","adjacent","0.4","llm","crossref","10.21203/rs.3.rs-3828810/v1","https://doi.org/10.21203/rs.3.rs-3828810/v1","","no","","yes","<jats:title>Abstract</jats:title>         <jats:p>Alignment of subdomain distribution plays an important role in prevent"
"997","Robust Loss Functions for Training Decision Trees with Noisy Labels","Jonathan Wilton; Nan Ye","2024","Proceedings of the AAAI Conference on Artificial Intelligence","3","foundational","0.4","llm","crossref","10.1609/aaai.v38i14.29516","https://doi.org/10.1609/aaai.v38i14.29516","","no","","yes","<jats:p>We consider training decision trees using noisily labeled data, focusing on loss functions that can lead to robu"
"998","Intelligent Robust Cross-Domain Fault Diagnostic Method for Rotating Machines Using Noisy Condition Labels","Abhijeet Ainapure; Shahin Siahpour; Xiang Li; Faray Majid; Jay Lee","2022","Mathematics","12","adjacent","0.4","llm","crossref","10.3390/math10030455","https://doi.org/10.3390/math10030455","","no","","yes","<jats:p>Cross-domain fault diagnosis methods have been successfully and widely developed in the past years, which focus "
"999","Leveraging Dissimilarity Invariance as a Robust Anchor for Learning with Noisy Labels","Wenxiao Fan; Kan Li","2026","Proceedings of the AAAI Conference on Artificial Intelligence","0","adjacent","0.4","llm","crossref","10.1609/aaai.v40i5.37381","https://doi.org/10.1609/aaai.v40i5.37381","","no","","yes","<jats:p>Deep learning models excel in visual recognition but suffer severe performance drops when training labels are co"
"1000","Learning Robust Reward Machines from Noisy Labels","Roko Parać; Lorenzo Nodari; Leo Ardon; Daniel Furelos-Blanco; Federico Cerutti; Alessandra Russo","2024","Proceedings of the TwentyFirst International Conference on Principles of Knowledge Representation and Reasoning","1","exclude","0.25","llm","crossref","10.24963/kr.2024/85","https://doi.org/10.24963/kr.2024/85","","no","","no","<jats:p>This paper presents PROB-IRM, an approach that learns  robust reward machines (RMs) for reinforcement learning  "
"1001","Meta-Guided Sample Reweighting for Robust Cross-Modal Hashing Retrieval with Noisy Labels","Ziang Tan; Weitao An; Erkun Yang","2026","Proceedings of the AAAI Conference on Artificial Intelligence","0","exclude","0.0","llm","crossref","10.1609/aaai.v40i11.37894","https://doi.org/10.1609/aaai.v40i11.37894","","no","","no","<jats:p>Cross-modal hashing (CMH) is an effective tool for large-scale retrieval due to its low storage cost and high ef"
"1002","Denoising after Entropy-Based Debiasing a Robust Training Method for Dataset Bias with Noisy Labels","Sumyeong Ahn; Se-Young Yun","2023","Proceedings of the AAAI Conference on Artificial Intelligence","0","adjacent","0.45","llm","crossref","10.1609/aaai.v37i1.25088","https://doi.org/10.1609/aaai.v37i1.25088","","no","","yes","<jats:p>Improperly constructed datasets can result in inaccurate inferences. For instance, models trained on biased data"
"1003","Self-Paced Robust Learning for Leveraging Clean Labels in Noisy Data","Xuchao Zhang; Xian Wu; Fanglan Chen; Liang Zhao; Chang-Tien Lu","2020","Proceedings of the AAAI Conference on Artificial Intelligence","10","exclude","0.0","llm","crossref","10.1609/aaai.v34i04.6166","https://doi.org/10.1609/aaai.v34i04.6166","","no","","no","<jats:p>The success of training accurate models strongly depends on the availability of a sufficient collection of preci"
"1004","Meta-Learning for Robust Medical Image Segmentation: A Gradient-Similarity Reweighting Approach to Mitigate Noisy Labels","Abdulkhalek Al-Fakih; Abbas Rezk; Abdulla Shazly; Kanghyun Ryu; Mohammed A. Al-masni","","ISMRM Annual Meeting","0","adjacent","0.45","llm","crossref","10.58530/2025/0262","https://doi.org/10.58530/2025/0262","","no","","yes","<jats:p>Motivation: Automated and robust segmentation of medical image requires many data and clean labels. Goal(s): Our"
"1005","A Hybrid Robust-Learning Architecture for Medical Image Segmentation with Noisy Labels","Jialin Shi; Chenyi Guo; Ji Wu","2022","Future Internet","8","adjacent","0.4","llm","crossref","10.3390/fi14020041","https://doi.org/10.3390/fi14020041","","no","","yes","<jats:p>Deep-learning models require large amounts of accurately labeled data. However, for medical image segmentation, "
"1006","Robust Federated Learning with Noisy and Heterogeneous Clients","Xiuwen Fang; Mang Ye","2022","2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","165","exclude","0.0","llm","openalex","10.1109/cvpr52688.2022.00983","https://doi.org/10.1109/cvpr52688.2022.00983","","no","","no","Model heterogeneous federated learning is a challenging task since each client independently designs its own model. Due "
"1007","FedCorr: Multi-Stage Federated Learning for Label Noise Correction","Jingyi Xu; Zihan Chen; Tony Q. S. Quek; Kai Fong Ernest Chong","2022","2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","98","direct","0.9","llm","openalex","10.1109/cvpr52688.2022.00994","https://doi.org/10.1109/cvpr52688.2022.00994","","no","","yes","Federated learning (FL) is a privacy-preserving distributed learning paradigm that enables clients to jointly train a gl"
