"paper_id","title","authors","year","venue","citation_count","decision_label","relevance_score","decision_method","source_api","external_id","url","pdf_url","pdf_downloaded","pdf_path","parsed","abstract_preview"
"140","Federated Learning under Distributed Concept Drift","Ellango Jothimurugesan; Kevin Hsieh; Jianyu Wang; Gauri Joshi; Phillip B. Gibbons","2022","International Conference on Artificial Intelligence and Statistics","91","direct","1.0","llm","semantic_scholar","baefa660f5c9111764216c7b22d00236b88e3ac2","https://www.semanticscholar.org/paper/baefa660f5c9111764216c7b22d00236b88e3ac2","http://arxiv.org/pdf/2206.00799","yes","storage\pdfs\topic_2\paper_140.pdf","yes","Federated Learning (FL) under distributed concept drift is a largely unexplored area. Although concept drift is itself a"
"141","Classifier Clustering and Feature Alignment for Federated Learning under Distributed Concept Drift","Junbao Chen; Jingfeng Xue; Yong Wang; Zhenyan Liu; Lu Huang","2024","Neural Information Processing Systems","18","direct","1.0","llm","semantic_scholar","fa29841d8e97b84414588806483221fd885e0c2a","https://www.semanticscholar.org/paper/fa29841d8e97b84414588806483221fd885e0c2a","https://arxiv.org/pdf/2410.18478","yes","storage\pdfs\topic_2\paper_141.pdf","yes","Data heterogeneity is one of the key challenges in federated learning, and many efforts have been devoted to tackling th"
"142","Adaption via Selection: On Client Selection to Counter Concept Drift in Federated Learning","Julius Thomas; Finn Saile; Mathias Fischer; Dominik Kaaser; Stefan Schulte","2025","European Conference on Service-Oriented and Cloud Computing","3","exclude","0.0","rule","semantic_scholar","9cf24822052c560555fee7897b14f96b13e0c618","https://www.semanticscholar.org/paper/9cf24822052c560555fee7897b14f96b13e0c618","","no","","no",""
"143","Federated Learning based Gender Classification in Heterogeneous and Distributed Data having Concept Drift","Vishwash Sharma; VenkataHemant Kumar Reddy Challa; Pasupuleti Pranavi; Rimjhim Padam Singh","2025","Procedia Computer Science","1","exclude","0.0","rule","semantic_scholar","94ed2ccbf1175a6df9d0ed029a7e955c0953c064","https://www.semanticscholar.org/paper/94ed2ccbf1175a6df9d0ed029a7e955c0953c064","","no","","no",""
"144","Unveiling Group-Specific Distributed Concept Drift: A Fairness Imperative in Federated Learning","Teresa Salazar; João Gama; Helder Ara'ujo; P. Abreu","2024","IEEE Transactions on Neural Networks and Learning Systems","8","direct","0.95","llm","semantic_scholar","0f3192c04b1e46794d9eaef6e0606c3ef02763d5","https://www.semanticscholar.org/paper/0f3192c04b1e46794d9eaef6e0606c3ef02763d5","https://arxiv.org/pdf/2402.07586","yes","storage\pdfs\topic_2\paper_144.pdf","yes","In the evolving field of machine learning, ensuring group fairness has become a critical concern, prompting the developm"
"145","A Modular Plugin for Concept Drift in Federated Learning","C. G. S. Capanema; Joahannes Costa; Fabrício A. Silva; Leandro A. Villas; A. Loureiro","2024","2024 20th International Conference on Distributed Computing in Smart Systems and the Internet of Things (DCOSS-IoT)","3","direct","1.0","llm","semantic_scholar","6a3fdeef9bbfcdfed803d8e5671124cfaba2e90a","https://www.semanticscholar.org/paper/6a3fdeef9bbfcdfed803d8e5671124cfaba2e90a","","no","","yes","In Federated Learning (FL), personalization-based solutions have emerged to improve clients’ performance, considering th"
"146","FLAME: Adaptive and Reactive Concept Drift Mitigation for Federated Learning Deployments","Ioannis Mavromatis; Stefano De Feo; Aftab Khan","2024","arXiv.org","4","direct","1.0","llm","semantic_scholar","b8e73552db4e1d335475bba2819ebcf2305297f1","https://www.semanticscholar.org/paper/b8e73552db4e1d335475bba2819ebcf2305297f1","https://arxiv.org/pdf/2410.01386","yes","storage\pdfs\topic_2\paper_146.pdf","yes","This paper presents Federated Learning with Adaptive Monitoring and Elimination (FLAME), a novel solution capable of det"
"147","Client-Side Adaptation to Concept Drift in Federated Learning","Finn Saile; Julius Thomas; Dominik Kaaser; Stefan Schulte","2024","2024 2nd International Conference on Federated Learning Technologies and Applications (FLTA)","5","direct","1.0","llm","semantic_scholar","a1eb2553a68378488b63a7c90e5b30ee396105ba","https://www.semanticscholar.org/paper/a1eb2553a68378488b63a7c90e5b30ee396105ba","","no","","yes","Federated Learning is a paradigm at the intersection of Machine Learning and Distributed Computing. The fundamental idea"
"148","Flash: Concept Drift Adaptation in Federated Learning","Kunjal Panchal; Sunav Choudhary; Subrata Mitra; Koyel Mukherjee; Somdeb Sarkhel; Saayan Mitra; Hui Guan","2023","International Conference on Machine Learning","37","exclude","0.0","rule","semantic_scholar","d74e078344b166867b60769d4bdbfa55616a1e7e","https://www.semanticscholar.org/paper/d74e078344b166867b60769d4bdbfa55616a1e7e","","no","","no",""
"149","FedPLC: Federated Learning with Dynamic Cluster Adaptation for Concept Drift on Non-IID Data","Qi Zhou; Yantao Yu; Jin Ma; Mohammad S. Obaidat; Xing Chang; Mingchen Ma; Shousheng Sun","2026","Italian National Conference on Sensors","1","direct","1.0","llm","semantic_scholar","1bdb252ea614a35f73186e775cfb9c9e136051bb","https://www.semanticscholar.org/paper/1bdb252ea614a35f73186e775cfb9c9e136051bb","","no","","yes","In practical deployments of decentralized federated learning (FL) in Internet of Things (IoT) environments, the non-inde"
"150","Attentive Federated Learning for Concept Drift in Distributed 5G Edge Networks","A. Estiri; Muthucumaru Maheswaran","2021","arXiv.org","9","direct","0.95","llm","semantic_scholar","a0156d80eb72fbfb5b4af78bda0941d3ae5c27c9","https://www.semanticscholar.org/paper/a0156d80eb72fbfb5b4af78bda0941d3ae5c27c9","https://arxiv.org/pdf/2111.07457","yes","storage\pdfs\topic_2\paper_150.pdf","yes","Machine learning (ML) is expected to play a major role in 5G edge computing. Various studies have demonstrated that ML i"
"151","An Impact Study of Concept Drift in Federated Learning","Guanhui Yang; Xiaoting Chen; Tengsen Zhang; Shuo Wang; Yun Yang","2023","Industrial Conference on Data Mining","13","direct","1.0","llm","semantic_scholar","2eb0a2b8990b8a88637a2dcd46bcc0010be81a88","https://www.semanticscholar.org/paper/2eb0a2b8990b8a88637a2dcd46bcc0010be81a88","","no","","yes","Federated learning (FL) is a rising distributed machine learning area, which aims to train a high-performing global mode"
"152","FLARE: Detection and Mitigation of Concept Drift for Federated Learning based IoT Deployments","The-Yuan Chow; Usman Raza; Ioannis Mavromatis; Aftab Khan","2023","International Conference on Wireless Communications and Mobile Computing","9","direct","1.0","llm","semantic_scholar","e09e1a6ab567e69e33edfabff666fa1e78dde539","https://www.semanticscholar.org/paper/e09e1a6ab567e69e33edfabff666fa1e78dde539","https://arxiv.org/pdf/2305.08504","yes","storage\pdfs\topic_2\paper_152.pdf","yes","Intelligent, large-scale IoT ecosystems have become possible due to recent advancements in sensing technologies, distrib"
"153","Asynchronous Federated Learning for Sensor Data with Concept Drift","Yujing Chen; Zheng Chai; Yue Cheng; H. Rangwala","2021","2021 IEEE International Conference on Big Data (Big Data)","49","direct","1.0","llm","semantic_scholar","09d1aeaeece8c6fe551eab7a330fd706da3236dd","https://www.semanticscholar.org/paper/09d1aeaeece8c6fe551eab7a330fd706da3236dd","http://arxiv.org/pdf/2109.00151","yes","storage\pdfs\topic_2\paper_153.pdf","yes","Federated learning (FL) involves multiple distributed devices jointly training a shared model without any of the partici"
"154","Adaptive Federated Learning in Presence of Concept Drift","Giuseppe Canonaco; Alex Bergamasco; Alessio Mongelluzzo; M. Roveri","2021","IEEE International Joint Conference on Neural Network","48","direct","1.0","llm","semantic_scholar","e74d62eb06615ac578c584382bf29769469c33ed","https://www.semanticscholar.org/paper/e74d62eb06615ac578c584382bf29769469c33ed","","no","","yes","Federated Learning (FL) is a promising research area in the machine learning field. Techniques and solutions belonging t"
"155","Online Federated Learning via Non-Stationary Detection and Adaptation Amidst Concept Drift","Bhargav Ganguly; V. Aggarwal","2022","IEEE/ACM Transactions on Networking","23","direct","1.0","llm","semantic_scholar","abdf8a45c746ffbd4ebc4992087561b83c595374","https://www.semanticscholar.org/paper/abdf8a45c746ffbd4ebc4992087561b83c595374","https://arxiv.org/pdf/2211.12578","yes","storage\pdfs\topic_2\paper_155.pdf","yes","Federated Learning (FL) is an emerging domain in the broader context of artificial intelligence research. Methodologies "
"156","Mitigating Concept Drift in Distributed Contexts with Dynamic Repository of Federated Models","E. Tsiporkova; Michiel De Vis; Sarah Klein; Anna Hristoskova; V. Boeva","2023","BigData Congress [Services Society]","1","direct","1.0","llm","semantic_scholar","9154dd441999cea8186c0da6dcd7717d771c9a7d","https://www.semanticscholar.org/paper/9154dd441999cea8186c0da6dcd7717d771c9a7d","https://bth.diva-portal.org/smash/get/diva2:1841268/FULLTEXT01","no","","yes","This paper proposes a novel federated learning methodology, called FedRepo, that copes with concept drift issues in a st"
"157","Concept drift detection and adaptation for federated and continual learning","F. Casado; Dylan Lema; Marcos F. Criado; R. Iglesias; Carlos V. Regueiro; S. Barro","2021","Multimedia tools and applications","98","direct","1.0","llm","semantic_scholar","87dc85543e5705cb5798a878ab0b133e7fd6ba19","https://www.semanticscholar.org/paper/87dc85543e5705cb5798a878ab0b133e7fd6ba19","https://link.springer.com/content/pdf/10.1007/s11042-021-11219-x.pdf","no","","yes","Smart devices, such as smartphones, wearables, robots, and others, can collect vast amounts of data from their environme"
"158","Towards Unsupervised Sudden Data Drift Detection in Federated Learning with Fuzzy Clustering","Morris Stallmann; Anna Wilbik; Gerhard Weiss","2024","IEEE International Conference on Fuzzy Systems","4","direct","1.0","llm","semantic_scholar","3782193e3c5514045ef50a32db031c509c633c0a","https://www.semanticscholar.org/paper/3782193e3c5514045ef50a32db031c509c633c0a","","no","","yes","Federated learning (FL) is a machine learning (ML) discipline that allows to train ML models on distributed data without"
"159","Drift Detection and Adaptation for Federated Learning in IoT with Adaptive Device Management","Shuang Zhou; Shashank Shekhar; A. Chhokra; Abhishek Dubey; A. Gokhale","2024","BigData Congress [Services Society]","4","direct","0.95","llm","semantic_scholar","453aee6b7288a98fbe48fde93bbab609e34ee548","https://www.semanticscholar.org/paper/453aee6b7288a98fbe48fde93bbab609e34ee548","","no","","yes","Federated learning (FL) is a promising approach for edge/IoT-based distributed machine learning, where both privacy and "
"160","Intrusion Detection in Fog Computing: A Systematic Review of Security Advances and Challenges","Nyashadzashe Tamuka; T. Mathonsi; T. Olwal; Solly Maswikaneng; Tonderai Muchenje; T. Tshilongamulenzhe","2026","Computers","0","adjacent","0.6","llm","semantic_scholar","4d5825995be2703ef5a34238f988a8154da6d5a2","https://www.semanticscholar.org/paper/4d5825995be2703ef5a34238f988a8154da6d5a2","","no","","yes","Fog computing extends cloud services to the network edge to support low-latency IoT applications. However, since fog env"
"161","Fed-DCL: A Federated Dual-Continual Learning Framework for Adaptive Electric Power Load Forecasting Under Concept Drift","Yueyang Gong; Bin Pan; Kai Lyu; Fenggang Sun; Peng Lan","2025","2025 5th International Conference on New Energy and Power Engineering (ICNEPE)","0","direct","0.95","llm","semantic_scholar","f92369e526cfe59ef4fe5b1a30a7b820a629c6ce","https://www.semanticscholar.org/paper/f92369e526cfe59ef4fe5b1a30a7b820a629c6ce","","no","","yes","To address the non-stationarity and privacy protection challenges in electric power load forecasting, this paper propose"
"162","Federated Continual Learning Using Concept Matching","Xiaopeng Jiang; Pritam Sen; Cristian Borcea","2025","BigData Congress [Services Society]","0","direct","1.0","llm","semantic_scholar","eb945dde1ee40ef62ee22e9dd59d214fc4e28470","https://www.semanticscholar.org/paper/eb945dde1ee40ef62ee22e9dd59d214fc4e28470","","no","","yes","Federated Continual Learning (FCL) has emerged as a promising paradigm that combines Federated Learning (FL) and Continu"
"163","Sample Selection Methods for Federated Continual Learning in a Time Series Context","Selim Ickin; Xiaoyu Lan; M. Angelova; Shahrooz Abghari; V. Boeva","2025","IEEE Access","0","direct","0.95","llm","semantic_scholar","b28e58945eca885021e98567a1317f58fa8ebb0b","https://www.semanticscholar.org/paper/b28e58945eca885021e98567a1317f58fa8ebb0b","","no","","yes","The complex dynamics in telecommunication networks that vary over time is due to network reconfiguration, hardware reins"
"164","Concept Matching: Clustering-based Federated Continual Learning","Xiaopeng Jiang; C. Borcea","2023","arXiv.org","2","direct","1.0","llm","semantic_scholar","44106300d31ca52f9f7afc44d6cfcbd7b1c14f27","https://www.semanticscholar.org/paper/44106300d31ca52f9f7afc44d6cfcbd7b1c14f27","https://arxiv.org/pdf/2311.06921","yes","storage\pdfs\topic_2\paper_164.pdf","yes","Federated Continual Learning (FCL) has emerged as a promising paradigm that combines Federated Learning (FL) and Continu"
"165","Ensemble and continual federated learning for classification tasks","F. Casado; Dylan Lema; R. Iglesias; Carlos V. Regueiro; S. Barro","2023","Machine-mediated learning","23","direct","1.0","llm","semantic_scholar","9d8ba39dabe314ca1d0ecf49ff6cdef564e40c1d","https://www.semanticscholar.org/paper/9d8ba39dabe314ca1d0ecf49ff6cdef564e40c1d","https://link.springer.com/content/pdf/10.1007/s10994-023-06330-z.pdf","no","","yes","Federated learning is the state-of-the-art paradigm for training a learning model collaboratively across multiple distri"
"166","Fed-CLIDS: Network intrusion detection system based on federated meta-continuous learning","Shumian Yang; Guoqing Lou; Lijuan Xu; Dawei Zhao","2025","IEEE International Joint Conference on Neural Network","0","direct","0.95","llm","semantic_scholar","61bb55386aee8797977f89e1f2694ab9d70e6583","https://www.semanticscholar.org/paper/61bb55386aee8797977f89e1f2694ab9d70e6583","","no","","yes","With the widespread adoption of IoT devices and the increasing diversity of network attacks, traditional centralized int"
"167","Towards Efficient Learning on the Computing Continuum: Advancing Dynamic Adaptation of Federated Learning","Mathis Valli; Alexandru Costan; C. Tedeschi; Loïc Cudennec","2024","FlexScience@HPDC","1","adjacent","0.7","llm","semantic_scholar","9cca8e10e61a2f56aa7b698f288b1f5463e4209e","https://www.semanticscholar.org/paper/9cca8e10e61a2f56aa7b698f288b1f5463e4209e","","no","","yes","Federated Learning (FL) has emerged as a paradigm shift enabling heterogeneous clients and devices to collaborate on tra"
"168","Experience Replay as an Effective Strategy for Optimizing Decentralized Federated Learning","M. Pennisi; F. Salanitri; Giovanni Bellitto; C. Spampinato; S. Palazzo; Bruno Casella; Marco Aldinucci","2023","2023 IEEE/CVF International Conference on Computer Vision Workshops (ICCVW)","5","direct","0.95","llm","semantic_scholar","3bea56fcfac426eabd5066b2b5ed74107d43ceae","https://www.semanticscholar.org/paper/3bea56fcfac426eabd5066b2b5ed74107d43ceae","","no","","yes","Federated and continual learning are training paradigms addressing data distribution shift in space and time. More speci"
"169","Scalable Adaptive Learning for Early Software Fault Prediction in Agile: From Reliability Gains to Sprint Planning Optimization","Mohit Bansal; Tanvi Arora; Rahul Chatterjee; Simran Kaur","2026","International Journal of Artificial Intelligence, Data Science and Machine Learning","0","adjacent","0.7","llm","semantic_scholar","f0df22edc57e6fc42058f714ab8b6f9f0fe4905b","https://www.semanticscholar.org/paper/f0df22edc57e6fc42058f714ab8b6f9f0fe4905b","","no","","yes","Agile teams increasingly deliver software through rapid iterations, cloud-native deployment, and continuously evolving a"
"170","Towards Eﬀicient Learning on the Computing Continuum: Advancing Dynamic Adaptation of Federated Learning","Mathis Valli; Alexandru Costan; C. Tedeschi; Loïc Cudennec","","","0","exclude","0.0","rule","semantic_scholar","48d8acae7b52b3cd7847243e16f9c8d2230caed0","https://www.semanticscholar.org/paper/48d8acae7b52b3cd7847243e16f9c8d2230caed0","","no","","no",""
"171","Accurate Forgetting for Heterogeneous Federated Continual Learning","Abudukelimu Wuerkaixi; Sen Cui; Jingfeng Zhang; Kunda Yan; Bo Han; Gang Niu; Lei Fang; Changshui Zhang; Masashi Sugiyama","2025","International Conference on Learning Representations","24","direct","0.95","llm","semantic_scholar","ddee04d0de0b638c959fe718cd50e5d76c4d8b0e","https://www.semanticscholar.org/paper/ddee04d0de0b638c959fe718cd50e5d76c4d8b0e","https://arxiv.org/pdf/2502.14205","yes","storage\pdfs\topic_2\paper_171.pdf","yes","Recent years have witnessed a burgeoning interest in federated learning (FL). However, the contexts in which clients eng"
"172","SacFL: Self-Adaptive Federated Continual Learning for Resource-Constrained End Devices","Zhengyi Zhong; Weidong Bao; Ji Wang; Jianguo Chen; Lingjuan Lyu; Wei Yang Bryan Lim","2025","IEEE Transactions on Neural Networks and Learning Systems","10","direct","0.95","llm","semantic_scholar","5fadb50b4be6d0944c6192835c662299e4eb2128","https://www.semanticscholar.org/paper/5fadb50b4be6d0944c6192835c662299e4eb2128","https://arxiv.org/pdf/2505.00365","yes","storage\pdfs\topic_2\paper_172.pdf","yes","The proliferation of end devices has led to a distributed computing paradigm, wherein on-device machine learning models "
"173","Holistic Continual Learning under Concept Drift with Adaptive Memory Realignment","Alif Ashrafee; Jedrzej Kozal; Micha l Woźniak; B. Krawczyk","2025","Trans. Mach. Learn. Res.","2","adjacent","0.7","llm","semantic_scholar","d24c93956e391327b3430ff70b209c3b17c8b5be","https://www.semanticscholar.org/paper/d24c93956e391327b3430ff70b209c3b17c8b5be","https://arxiv.org/pdf/2507.02310","yes","storage\pdfs\topic_2\paper_173.pdf","yes","Traditional continual learning methods prioritize knowledge retention and focus primarily on mitigating catastrophic for"
"174","Federated Continual Learning: Concepts, Challenges, and Solutions","Parisa Hamedi; R. Razavi-Far; Ehsan Hallaji","2025","Neurocomputing","23","direct","0.95","llm","semantic_scholar","4bb4925385650d422105a32589140cb4a05d2d9c","https://www.semanticscholar.org/paper/4bb4925385650d422105a32589140cb4a05d2d9c","https://arxiv.org/pdf/2502.07059","yes","storage\pdfs\topic_2\paper_174.pdf","yes","Federated Continual Learning (FCL) has emerged as a robust solution for collaborative model training in dynamic environm"
"175","Personalized Federated Continual Learning via Multi-Granularity Prompt","Hao Yu; Xin Yang; Xin Gao; Yan Kang; Hao Wang; Junbo Zhang; Tianrui Li","2024","Knowledge Discovery and Data Mining","28","adjacent","0.8","llm","semantic_scholar","0c2aa137bb8d1b931afb70e63bcb7128b383e685","https://www.semanticscholar.org/paper/0c2aa137bb8d1b931afb70e63bcb7128b383e685","https://arxiv.org/pdf/2407.00113","yes","storage\pdfs\topic_2\paper_175.pdf","yes","Personalized Federated Continual Learning (PFCL) is a new practical scenario that poses greater challenges in sharing an"
"176","FedMeS: Personalized Federated Continual Learning Leveraging Local Memory","Jingru Xie; Chenqi Zhu; Songze Li","2024","arXiv.org","2","direct","0.95","llm","semantic_scholar","31a7f0a45c54d28528dc3335d5842540f0e8a6df","https://www.semanticscholar.org/paper/31a7f0a45c54d28528dc3335d5842540f0e8a6df","https://arxiv.org/pdf/2404.12710","yes","storage\pdfs\topic_2\paper_176.pdf","yes","We focus on the problem of Personalized Federated Continual Learning (PFCL): a group of distributed clients, each with a"
"177","Virtual concept drift detection and adaptation in federated data stream learning","Xiaoting Chen; Shuo Wang; Tengsen Zhang; Guanhui Yang; Yun Yang","2025","International Journal of Data Science and Analysis","1","exclude","0.0","rule","semantic_scholar","67a20bac057cbcd803403dbf5cc64d2d07469d5d","https://www.semanticscholar.org/paper/67a20bac057cbcd803403dbf5cc64d2d07469d5d","","no","","no",""
"178","A Data-aware Probabilistic Client Sampling Scheme in Streaming Federated Learning","Chao Song; Jianfeng Huang; Jie Wu; Li Lu","2024","Global Communications Conference","0","direct","0.95","llm","semantic_scholar","0107c10bd438b969edb1105c95b6caf27c826e64","https://www.semanticscholar.org/paper/0107c10bd438b969edb1105c95b6caf27c826e64","","no","","yes","In streaming federated learning, where data on each client is received in the form of a data stream, the distribution of"
"179","Budget-Aware Online Control of Edge Federated Learning on Streaming Data With Stochastic Inputs","Yibo Jin; Lei Jiao; Zhuzhong Qian; Sheng Z. Zhang; Sanglu Lu","2021","IEEE Journal on Selected Areas in Communications","25","adjacent","0.7","llm","semantic_scholar","9b924b539db4783a123fe0f6a41af6da007d013c","https://www.semanticscholar.org/paper/9b924b539db4783a123fe0f6a41af6da007d013c","https://doi.org/10.1109/jsac.2021.3118421","no","","yes","Performing federated learning continuously in edge networks while training data are dynamically and unpredictably stream"
"180","A Study of Virtual Concept Drift in Federated Data Stream Learning","Xiaoting Chen; Tengsen Zhang; Guanhui Yang; Shuo Wang","2024","International Conference on Mobile Ad-hoc and Sensor Networks","1","direct","0.95","llm","semantic_scholar","aa943682dabf344bdaaca37346bb3982bd63949f","https://www.semanticscholar.org/paper/aa943682dabf344bdaaca37346bb3982bd63949f","","no","","yes","With the widespread application of FL across various domains, learning from data streams and addressing concept drift (i"
"181","FedStream: Prototype-Based Federated Learning on Distributed Concept-Drifting Data Streams","C. Mawuli; Liwei Che; J. Kumar; Salah Ud Din; Zhili Qin; Qinli Yang; Junming Shao","2023","IEEE Transactions on Systems, Man, and Cybernetics: Systems","26","direct","1.0","llm","semantic_scholar","68d87ebe4aecba7765c2743584a746678106fb69","https://www.semanticscholar.org/paper/68d87ebe4aecba7765c2743584a746678106fb69","","no","","yes","Distributed data stream mining has gained increasing attention in recent years since many organizations collect tremendo"
"182","Dynamic Data Sample Selection and Scheduling in Edge Federated Learning","M. Serhani; Haftay Gebreslasie Abreha; A. Tariq; Mohammad Hayajneh; Yang Xu; Kadhim Hayawi","2023","IEEE Open Journal of the Communications Society","18","adjacent","0.6","llm","semantic_scholar","3203a589155a01b30498a8bc46bebb25bfb2319a","https://www.semanticscholar.org/paper/3203a589155a01b30498a8bc46bebb25bfb2319a","https://ieeexplore.ieee.org/ielx7/8782661/10008219/10243580.pdf","no","","yes","Federated Learning (FL) is a state-of-the-art paradigm used in Edge Computing (EC). It enables distributed learning to t"
"183","Enhancing Privacy in Real-Time Stream Processing: Federated Transfer Learning Approaches","Shwetha Jog; Damodharan Palaniappan; M. Jabbar","2024","2024 IEEE International Workshop on Metrology for Living Environment (MetroLivEnv)","1","adjacent","0.4","llm","semantic_scholar","93a4c842c8539349fcd01cbed7ed47afd2faff4c","https://www.semanticscholar.org/paper/93a4c842c8539349fcd01cbed7ed47afd2faff4c","","no","","yes","In the era of data ubiquity, safeguarding privacy while harnessing the power of real-time streaming presents a critical "
"184","A Federated Learning Method for Real-time Emotion State Classification from Multi-modal Streaming.","Arijit Nandi; F. Xhafa","2022","Methods","65","adjacent","0.4","llm","semantic_scholar","c5a001d07d7500963f54b8f1c2ef9ee86d09a41e","https://www.semanticscholar.org/paper/c5a001d07d7500963f54b8f1c2ef9ee86d09a41e","https://upcommons.upc.edu/bitstream/2117/367539/3/Nandi%20and%20Xhafa.pdf","yes","storage\pdfs\topic_2\paper_184.pdf","yes","Emotional and physical health are strongly connected and should be taken care of simultaneously to ensure completely hea"
"185","Communication-Efficient Online Federated Learning Strategies for Kernel Regression","V. C. Gogineni; Stefan Werner; Yih-Fang Huang; A. Kuh","2023","IEEE Internet of Things Journal","19","adjacent","0.7","llm","semantic_scholar","0d360305fefc3a75fd510ef617fbbbee659aeb38","https://www.semanticscholar.org/paper/0d360305fefc3a75fd510ef617fbbbee659aeb38","https://ntnuopen.ntnu.no/ntnu-xmlui/bitstream/11250/3047362/1/IoTJournal_FL.pdf","yes","storage\pdfs\topic_2\paper_185.pdf","yes","This article presents communication-efficient approaches to federated learning (FL) for resource-constrained devices wit"
