"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A Fault Diagnosis Framework Insensitive to Noisy Labels Based on Recurrent Neural Network","X. Nie; G. Xie","Shanxi Key Laboratory of Advanced Control and Equipment Intelligence, School of Electronic and Information Engineering, Taiyuan University of Science and Technology, Taiyuan, China; Shanxi Key Laboratory of Advanced Control and Equipment Intelligence, School of Electronic and Information Engineering, Taiyuan University of Science and Technology, Taiyuan, China",IEEE Sensors Journal,"7 Jan 2021","2021","21","3","2676","2686","Deep neural network (DNN)-based fault diagnosis is one of the effective means to ensure the safe and reliable operation of wind turbines (WTs). However, in practice, the complexity of labeling health condition samples leads to the possibility of health condition dataset corruption, resulting in a reduction of diagnosis effect. Considering the different distributions of noisy labels, this paper proposes a recurrent and convolutional neural network with clean revision (CRRCNN) framework, which consists of the recurrent and convolutional neural network (RCNN) and the clean revision. First, RCNN containing multi-axis input is constructed as the baseline network. Second, the clean revision containing three variations, namely backward cross-entropy loss, clean estimation of noisy transition matrix, and clean noisy joint training strategy, is embedded in the framework smoothly for better training. Finally, the proposed framework is verified by two type distribution noisy label datasets and the experiment results show the superiority of the proposed framework. Furthermore, the inner operation of CRRCNN is explored by sensitivity analysis (SA).","1558-1748","","10.1109/JSEN.2020.3023748","Shanxi Provincial Key Research and Development Project(grant numbers:201703D111027,201803D121025); Shanxi International Cooperation Project(grant numbers:201803D421039,201903D421045); Foundation of Shanxi Key Laboratory of Advanced Control and Equipment Intelligence(grant numbers:ACEI202001); Scientific and Technological Innovation Projects of Colleges and Universities in Shanxi Province(grant numbers:2020L0645); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9195439","Recurrent neural network;convolutional neural network;noisy labels;fault diagnosis;sensitivity analysis","Fault diagnosis;Feature extraction;Recurrent neural networks;Convolutional neural networks;Sensitivity analysis","","28","","36","IEEE","14 Sep 2020","1 Feb.1, 2021","","IEEE","IEEE Journals"
"Modeling of MEMS gyro drift based on wavelet threshold denoising and improved Elman neural network","Z. Ruoyu; G. Shuang; C. Xiaowen","School of Instrumentation and Optoelectronic Engineering, Beihang University, Beijing, China; School of Instrumentation and Optoelectronic Engineering, Beihang University, Beijing, China; School of Instrumentation and Optoelectronic Engineering, Beihang University, Beijing, China",2019 14th IEEE International Conference on Electronic Measurement & Instruments (ICEMI),"27 May 2020","2019","","","1754","1761","Low signal-noise-ratio (SNR) of micro-electro-mechanical system (MEMS) gyro has directly restricted the accuracy and practical application of MEMS inertial measurement unit (MIMU). Aiming at diminishing accumulative errors resulted from inherent drift, a MEMS gyro drift modeling method based on wavelet threshold denoising and improved Elman neural network is proposed in this paper. To observe noise characteristics, gyro signals are first processed by Allan variance analysis. The wavelet threshold denoising algorithm is employed to separate random drift and high-frequency white noise. Due to the nonstationary and time-varying characteristics of drift error, an improved Elman neural network is designed for drift modeling and compensation. Experimental results demonstrate that the proposed method achieves high-precision drift modeling and has superior performance compared with traditional time series analysis.","","978-1-7281-0510-9","10.1109/ICEMI46757.2019.9101437","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9101437","MEMS gyro;wavelet threshold denoising;Elman neural network;random drift;Allan variance.","Micromechanical devices;Noise reduction;Autoregressive processes;Neural networks;Neurons;Instruments;White noise","","7","","14","IEEE","27 May 2020","1-3 Nov. 2019","1-3 Nov. 2019","IEEE","IEEE Conferences"
"MT-GCN for Multi-label Audio-tagging with Noisy Labels","H. Shrivastava; Y. Yin; R. R. Shah; R. Zimmermann",National University of Singapore; National University of Singapore; MIDAS Lab IIIT-Delhi; National University of Singapore,"ICASSP 2020 - 2020 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","9 Apr 2020","2020","","","136","140","Multi-label audio tagging is the task of predicting the types of sounds occurring in an audio clip. Recently, large-scale audio datasets such as Google's AudioSet, have allowed researchers to use deep learning techniques for this task but this comes at the cost of label noise in the datasets. Audio datasets such as the AudioSet are usually built following a hierarchical structure known as ontology which captures the relationships between different sound events with domain knowledge. However, existing methods for audio tagging failed to utilize this domain knowledge about label relationships in their models, resulting in models being sensitive to label noise. We therefore present MT-GCN, a Multi-task Learning based Graph Convolutional Network that learns domain knowledge from ontology. The relationships between sound events in our proposed method are described by a graph. We propose two ontology-based graph construction methods, and conduct extensive experiments on the FSDKaggle2019 dataset. The experimental results show that our approach outperforms the baseline methods by a significant margin.","2379-190X","978-1-5090-6631-5","10.1109/ICASSP40776.2020.9053065","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9053065","Audio Tagging;Graph Convolutional Networks;Multi-task Learning","Knowledge engineering;Convolution;Tagging;Ontologies;Noise measurement;Task analysis;Speech processing","","12","","16","IEEE","9 Apr 2020","4-8 May 2020","4-8 May 2020","IEEE","IEEE Conferences"
"Learning a Deep ConvNet for Multi-Label Classification With Partial Labels","T. Durand; N. Mehrasa; G. Mori","Borealis AI, Simon Fraser University; Borealis AI, Simon Fraser University; Borealis AI, Simon Fraser University",2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),"9 Jan 2020","2019","","","647","657","Deep ConvNets have shown great performance for single-label image classification (e.g. ImageNet), but it is necessary to move beyond the single-label classification task because pictures of everyday life are inherently multi-label. Multi-label classification is a more difficult task than single-label classification because both the input images and output label spaces are more complex. Furthermore, collecting clean multi-label annotations is more difficult to scale-up than single-label annotations. To reduce the annotation cost, we propose to train a model with partial labels i.e. only some labels are known per image. We first empirically compare different labeling strategies to show the potential for using partial labels on multi-label datasets. Then to learn with partial labels, we introduce a new classification loss that exploits the proportion of known labels per example. Our approach allows the use of the same training settings as when learning with all the annotations. We further explore several curriculum learning based strategies to predict missing labels. Experiments are performed on three large-scale multi-label datasets: MS COCO, NUS-WIDE and Open Images.","2575-7075","978-1-7281-3293-8","10.1109/CVPR.2019.00074","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8954216","Recognition: Detection;Categorization;Retrieval;Deep Learning","Training;Computer vision;Uncertainty;Costs;Annotations;Training data;Multi label classification;Pattern recognition;Labeling;Image classification","","192","","64","IEEE","9 Jan 2020","15-20 June 2019","15-20 June 2019","IEEE","IEEE Conferences"
"Group-Teaching: Learning Robust CNNs From Extremely Noisy Labels","Y. Zheng; Y. Chen; M. Sarem","School of Computer Science and Engineering, South China University of Technology, Guangzhou, China; School of Computer Science and Engineering, South China University of Technology, Guangzhou, China; School of Software Engineering, Huazhong University of Science and Technology, Wuhan, China",IEEE Access,"25 Feb 2020","2020","8","","34868","34879","Deep convolutional neural networks have achieved tremendous success in a variety of applications across many disciplines. However, their superior performance relies on correctly annotated large-scale datasets. It is very expensive and time-consuming to get the annotated large-scale datasets, especially in the medical field. While collecting a large amount of data is relatively easy, given the amount of data available on the web, but these data are highly unreliable, and they often include a massive amount of noisy labels. The past research works have shown that these noisy labels could significantly affect the performance of the deep convolutional neural networks on image classification. However, training a robust deep convolutional neural network with extremely noisy labels is a very challenging task. Inspired by the co-teaching concept, this paper proposes a novel method for training a robust convolutional neural network with extremely noisy labels, which is called group-teaching. Specifically, we train a group of convolutional neural networks simultaneously, and let them teach each other by selecting possibly clean samples for each network in each mini-batch. Each network back propagates the samples selected by other networks except itself and then it updates itself. The empirical results on noisy versions of CIFAR-10 and CIFAR-100 datasets demonstrate that our method is superior to the state-of-the-art methods in the robustness for noisy labels. Particularly, to verify the efficacy of our group-teaching in real-world noisy labels distribution, we have also validated the effectiveness of our method on the real-world noisy WebVision1000-100 dataset. The results show that our method has achieved higher performance than the state-of-the-art methods.","2169-3536","","10.1109/ACCESS.2020.2974779","National Natural Science Foundation of China(grant numbers:61300134); Specialized Research Fund for the Doctoral Program of Higher Education of China(grant numbers:20120172120036); Natural Science Foundation of Guangdong Province(grant numbers:S2011040005815,S2013010012515,2015A030313206,2017A030313349); Fundamental Research Funds for the Central Universities(grant numbers:2015ZM133); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9001093","Noisy labels;group-teaching;web images;deep convolutional neural networks;image classification","Noise measurement;Training;Convolutional neural networks;Robustness;Matrix converters;Image classification;Noise robustness","","2","","50","CCBY","18 Feb 2020","2020","","IEEE","IEEE Journals"
"Spectrum Allocation in Wireless Networks for Crowd Labelling","X. Li; G. Zhu; K. Shen; Y. Gong; K. Huang","Dept. of EEE, The University of Hong Kong (HKU), Hong Kong; Shenzhen Research Institute of Big Data (SRIBD), China; Dept. of ECE, University of Toronto (UToronto), Canada; Dept. of EEE, Southern University of Science and Technology (SUSTech), China; Dept. of EEE, The University of Hong Kong (HKU), Hong Kong","ICASSP 2020 - 2020 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","9 Apr 2020","2020","","","8991","8995","The massive sensing data generated by Internet-of-Things will provide fuel for ubiquitous artificial intelligence (AI), while tremendous labels are required for AI model training via supervised learning. To tackle this challenge, a novel framework of wireless crowd labelling is proposed that downloads data to many imperfect mobile annotators for repetition labelling by exploiting multicasting in wireless networks. The integration of the rate-distortion theory and the principle of repetition labelling gives rise to a new tradeoff between radio-and-annotator resources under a constraint on labelling accuracy. Aiming at maximizing the labelling throughput, this work focuses on optimizing the joint annotator-and-spectrum allocation (JASA). To develop an efficient solution approach, an optimal sequential annotator-clustering scheme is derived. Thereby, the optimal JASA policy can be found by an efficient tree search.","2379-190X","978-1-5090-6631-5","10.1109/ICASSP40776.2020.9053492","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9053492","Wireless Crowd Labelling;Multicast;Spectrum Allocation;Combinatorial Optimization","Training;Wireless sensor networks;Wireless networks;Throughput;Labeling;Resource management;Artificial intelligence","","","","18","IEEE","9 Apr 2020","4-8 May 2020","4-8 May 2020","IEEE","IEEE Conferences"
"Learning From Noisy Labels by Regularized Estimation of Annotator Confusion","R. Tanno; A. Saeedi; S. Sankaranarayanan; D. C. Alexander; N. Silberman","University College London, UK; Butterfly Network, New York, USA; Butterfly Network, New York, USA; University College London, UK; Butterfly Network, New York, USA",2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),"9 Jan 2020","2019","","","11236","11245","The predictive performance of supervised learning algorithms depends on the quality of labels. In a typical label collection process, multiple annotators provide subjective noisy estimates of the ``truth"" under the influence of their varying skill-levels and biases. Blindly treating these noisy labels as the ground truth limits the accuracy of learning algorithms in the presence of strong disagreement. This problem is critical for applications in domains such as medical imaging where both the annotation cost and inter-observer variability are high. In this work, we present a method for simultaneously learning the individual annotator model and the underlying true label distribution, using only noisy observations. Each annotator is modeled by a confusion matrix that is jointly estimated along with the classifier predictions. We propose to add a regularization term to the loss function that encourages convergence to the true annotator confusion matrix. We provide a theoretical argument as to how the regularization is essential to our approach both for the case of single annotator and multiple annotators. Despite the simplicity of the idea, experiments on image classification tasks with both simulated and real labels show that our method either outperforms or performs on par with the state-of-the-art methods and is capable of estimating the skills of annotators even with a single label available per image.","2575-7075","978-1-7281-3293-8","10.1109/CVPR.2019.01150","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8953406","Deep Learning;Others","Computer vision;Costs;Supervised learning;Estimation;Predictive models;Prediction algorithms;Pattern recognition;Noise measurement;Image classification;Convergence","","179","","37","IEEE","9 Jan 2020","15-20 June 2019","15-20 June 2019","IEEE","IEEE Conferences"
"A Self-Ensemble Approach for Partial Multi-Label Learning","Y. Yan; S. Li","School of Computer Science and Engineering, Northwestern Polytechnical University, Xi’an, China; School of Computer Science and Engineering, Northwestern Polytechnical University, Xi’an, China",IEEE Access,"24 Mar 2020","2020","8","","52996","53005","Partial multi-label learning (PML), which tackles the problem where each training instance is associated with multiple candidate labels which only a subset are valid. In this paper, we propose a simple but effective batch-wise PML model, PML-SE, which tackles PML problem with a self-ensemble approach (SE), namely the ensembles of model and predictions. Specially, PML-SE introduces a teacher model to refine a more reliable soft label matrix of each training batch by iteratively ensembling the current learned prediction network with the formal one in an online manner. Besides, it adopts a MixUp data augmentation scheme to enhance the robustness of the prediction network against the redundant irrelevant labels. In addition, we form self-ensemble label predictions through a consistency cost to boost the performance of the prediction network. Extensive experiments are conducted on synthesized and real-world PML datasets, while the proposed approach demonstrates the state-of-the-art performance for partial multi-label learning.","2169-3536","","10.1109/ACCESS.2020.2981389","National Natural Science Foundation of China(grant numbers:61872434); National Key Scientific Research Project of China(grant numbers:MJ-2018-S-33); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9039635","Multi-label learning;self-ensemble;noisy labels","Training;Predictive models;Noise measurement;Task analysis;Robustness;Phase locked loops;Annotations","","3","","36","CCBY","17 Mar 2020","2020","","IEEE","IEEE Journals"
"Temporal Calibrated Regularization for Robust Noisy Label Learning","D. Wu; Y. Wang; Z. Zheng; S. -T. Xia",Tsinghua University; Shanghai Jiao Tong University; Tsinghua University; Tsinghua University,2020 International Joint Conference on Neural Networks (IJCNN),"28 Sep 2020","2020","","","1","8","Deep neural networks (DNNs) exhibit great success on many tasks with the help of large-scale well annotated datasets. However, labeling large-scale data can be very costly and error-prone so that it is difficult to guarantee the annotation quality (i.e., having noisy labels). Training on these noisy labeled datasets may adversely deteriorate their generalization performance. Existing methods either rely on complex training stage division or bring too much computation for marginal performance improvement. In this paper, we propose a Temporal Calibrated Regularization (TCR), in which we utilize the original labels and the predictions in the previous epoch together to make DNN inherit the simple pattern it has learned with little overhead. We conduct extensive experiments on various neural network architectures and datasets, and find that it consistently enhances the robustness of DNNs to label noise.","2161-4407","978-1-7281-6926-2","10.1109/IJCNN48605.2020.9207349","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9207349","","Noise measurement;Resistance;Training;Robustness;Entropy;Prediction algorithms;Neural networks","","","","35","IEEE","28 Sep 2020","19-24 July 2020","19-24 July 2020","IEEE","IEEE Conferences"
"Randomizing the Self-Adjusting Memory for Enhanced Handling of Concept Drift","V. Losing; B. Hammer; H. Wersing; A. Bifet","HONDA Research Institute Europe, Offenbach am Main; Bielefeld University, Bielefeld; HONDA Research Institute Europe, Offenbach am Main; LTCI, Telecom ParisTech, Universite Paris-Saclay",2020 International Joint Conference on Neural Networks (IJCNN),"28 Sep 2020","2020","","","1","8","Real-time learning from data streams in non-stationary environments gains ever more relevance due to the exponentially increasing amounts of generated data. Recently, the Self-Adjusting Memory (SAM) was proposed, an algorithm able to robustly handle heterogeneous types on the basis of two dedicated memories for the current and former concepts that continuously preserve consistency with explicit filtering. Yet, since the algorithm is restricted to one memory architecture, the variety of possible alternatives is limited by design in favor of an overall model consistency. Moreover, it does not actively detect drift, thus adapting with a relatively high delay in case of abrupt changes. We propose a dynamic ensemble on the basis of the SAM algorithm, which is triggered by both, the inherent passive adaptation of SAM and active drift detection. Further, since SAM is based on the stable k-Nearest-Neighbor algorithm, we investigate multiple approaches to obtain a high diversity in the ensemble, resulting in an effective overall strategy. The increased computational demand is countered on the basis of a parallel implementation. We extensively evaluate the method on numerous benchmarks, where it consistently achieves superior results in comparison to state-of-the-art methods.","2161-4407","978-1-7281-6926-2","10.1109/IJCNN48605.2020.9207583","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9207583","concept drift;incremental learning;ensembles;data streams","Adaptation models;Bagging;Heuristic algorithms;Benchmark testing;Data models;Memory management;Prediction algorithms","","4","","33","IEEE","28 Sep 2020","19-24 July 2020","19-24 July 2020","IEEE","IEEE Conferences"
"Robust Multi-Label Learning with Corrupted Features and Incomplete Labels","P. Ye; S. Feng; H. Feng; G. Dai","School of Computer and Information Technology, Beijing Jiaotong University, Beijing, China; School of Computer and Information Technology, Beijing Jiaotong University, Beijing, China; School of Computer Science and Technology, Hangzhou Dianzi University, Hangzhou, China; School of Computer Science and Technology, Hangzhou Dianzi University, Hangzhou, China",2019 Chinese Automation Congress (CAC),"13 Feb 2020","2019","","","4411","4416","Weakly-supervised multi-label learning has attracted wide attention recently. Most existing methods deal with such problem with incomplete labels and the feature information is ideal. However, in many scenarios, the acquired features may be corrupted due to the influence of occlusion, illumination and low-resolution, and the robustness of learning methods may be reduced. To overcome the above shortcoming, we propose a novel weakly-supervised multi-label learning algorithm, where a linear self-recovery model is adopted to reconstruct observed label information. Specifically, we first decompose the acquired feature matrix into an ideal feature matrix and an outlier matrix. To adequately utilize the visual information among instances, we introduce the graph Laplacian regularization. In addition, a linear self-recovery model is adopted to reconstruct the observed label matrix. Finally, the desired model is trained on ideal feature matrix and refined label matrix. Extensive experimental results prove the robustness of the proposed framework.","2688-0938","978-1-7281-4094-0","10.1109/CAC48633.2019.8996261","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8996261","multi-label learning;corrupted features and incomplete labels;self-recovery model;graph Laplacian;label correlations","Matrix decomposition;Sparse matrices;Noise measurement;Robustness;Laplace equations;Linear programming;Correlation","","","","28","IEEE","13 Feb 2020","22-24 Nov. 2019","22-24 Nov. 2019","IEEE","IEEE Conferences"
"Fast Switch Naïve Bayes to Avoid Redundant Update for Concept Drift Learning","A. Liu; G. Zhang; K. Wang; J. Lu","Centre for Artificial Intelligence, Faculty of Engineering and Information Technology, University of Technology, Sydney, Australia; Centre for Artificial Intelligence, Faculty of Engineering and Information Technology, University of Technology, Sydney, Australia; Centre for Artificial Intelligence, Faculty of Engineering and Information Technology, University of Technology, Sydney, Australia; Centre for Artificial Intelligence, Faculty of Engineering and Information Technology, University of Technology, Sydney, Australia",2020 International Joint Conference on Neural Networks (IJCNN),"28 Sep 2020","2020","","","1","7","In data stream mining, concept drift may cause the predictions given by machine learning models become less accurate as time passes. Existing concept drift detection and adaptation methods are built based on a framework that is buffering new samples if a drift-warming level is triggered and retraining a new model if a drift-alarm level is triggered. However, these methods neglected the problem that the performance of a learning model could be more sensitive to the amount of training data rather than the concept drift. In other words, a retrained model built on very few data instances could be even worse than the old model trained before the drift. To elaborate and address this problem, we propose a fast switch Naïve Bayes model (fsNB) for concept drift detection and adaptation. The intuition is to apply the idea of following the leader in online learning. We manipulate a sliding and an incremental Naïve Bayes classifier, if the sliding one overwhelms the incremental one, the model reports a drift. The experimental evaluation shows the advantages of fsNB and demonstrates that retraining may not be the best options for a marginal drift.","2161-4407","978-1-7281-6926-2","10.1109/IJCNN48605.2020.9207077","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9207077","concept drift;data stream;machine learning","Adaptation models;Data models;Predictive models;Switches;Information technology;Australia;Runtime","","9","","27","IEEE","28 Sep 2020","19-24 July 2020","19-24 July 2020","IEEE","IEEE Conferences"
"6G Wireless Systems: A Vision, Architectural Elements, and Future Directions","L. U. Khan; I. Yaqoob; M. Imran; Z. Han; C. S. Hong","Department of Computer Science and Engineering, Kyung Hee University, Yongin, South Korea; Department of Computer Science and Engineering, Kyung Hee University, Yongin, South Korea; Department of Computer Science and Engineering, Kyung Hee University, Yongin, South Korea; Department of Computer Science and Engineering, Kyung Hee University, Yongin, South Korea; Department of Computer Science and Engineering, Kyung Hee University, Yongin, South Korea",IEEE Access,"17 Aug 2020","2020","8","","147029","147044","Internet of everything (IoE)-based smart services are expected to gain immense popularity in the future, which raises the need for next-generation wireless networks. Although fifth-generation (5G) networks can support various IoE services, they might not be able to completely fulfill the requirements of novel applications. Sixth-generation (6G) wireless systems are envisioned to overcome 5G network limitations. In this article, we explore recent advances made toward enabling 6G systems. We devise a taxonomy based on key enabling technologies, use cases, emerging machine learning schemes, communication technologies, networking technologies, and computing technologies. Furthermore, we identify and discuss open research challenges, such as artificial-intelligence-based adaptive transceivers, intelligent wireless energy harvesting, decentralized and secure business models, intelligent cell-less architecture, and distributed security models. We propose practical guidelines including deep Q-learning and federated learning-based transceivers, blockchain-based secure business models, homomorphic encryption, and distributed-ledger-based authentication schemes to cope with these challenges. Finally, we outline and recommend several future directions.","2169-3536","","10.1109/ACCESS.2020.3015289","Institute of Information and Communications Technology Planning and Evaluation (IITP) Grant funded by the Korean Government Ministry of Science and ICT (MSIT), South Korea, Evolvable Deep Learning Model Generation Platform for Edge Computing(grant numbers:2019-0-01287); MSIT through the Grand Information Technology Research Center Support Program, supervised by the Institute for Information and Communications Technology Planning and Evaluation (IITP)(grant numbers:IITP-2020-2015-0-00742); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9163104","6G;5G;Internet of Things;Internet of Everything;federated learning;meta learning;blockchain","5G mobile communication;Tutorials;Wireless networks;Machine learning;Computational modeling","","317","","92","CCBY","10 Aug 2020","2020","","IEEE","IEEE Journals"
"Employing dropout regularization to classify recurring drifted data streams","F. Guzy; M. Woźniak","Department of Systems and Computer Networks, Wroclaw University of Science and Technology, Wroclaw, Poland; Department of Systems and Computer Networks, Wroclaw University of Science and Technology, Wroclaw, Poland",2020 International Joint Conference on Neural Networks (IJCNN),"28 Sep 2020","2020","","","1","7","Streaming data analysis is currently a rapidly growing research direction. One of the serious problems hindering the data stream classification is the fact that during the exploitation of the model, its probabilistic characteristics may change. This phenomenon is called concept drift. Until today, multiple methods have been proposed to overcome their negative influence on model performance during learning in dynamic environments. This work introduces a new streaming data classifier based on a dropout technique that can significantly reduce model restoration time and performance loss and can improve its overall score in the presence of recurring concept drifts. The usefulness of the proposed algorithm is evaluated based on extensive experimental study and backed-up with thorough statistical analysis.","2161-4407","978-1-7281-6926-2","10.1109/IJCNN48605.2020.9207266","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9207266","Dropout;recurring concept drift;data streams;restoration time;performance loss;multilayer perceptron","Data models;Neurons;Adaptation models;Training;Detectors;Biological neural networks;Measurement","","11","","28","IEEE","28 Sep 2020","19-24 July 2020","19-24 July 2020","IEEE","IEEE Conferences"
"Label Propagated Nonnegative Matrix Factorization for Clustering","L. Lan; T. Liu; X. Zhang; C. Xu; Z. Luo","College of Computer, National University of Defense Technology, Changsha, Hunan, P.R. China; Faculty of Engineering and Information Technologies, UBTECH Sydney Artificial Intelligence Centre, School of Computer Science, University of Sydney, Darlington, NSW, Australia; College of Computer, National University of Defense Technology, Changsha, Hunan, P.R. China; College of Computer, National University of Defense Technology, Changsha, Hunan, P.R. China; College of Computer, National University of Defense Technology, Changsha, Hunan, P.R. China",IEEE Transactions on Knowledge and Data Engineering,"7 Dec 2021","2022","34","1","340","351","Semi-supervised learning (SSL) that utilizes plenty of unlabeled examples to boost the performance of learning from limited labeled examples is a powerful learning paradigm with widely real-world applications such as information retrieval and document clustering. Label propagation (LP) is a popular SSL method which propagates labels through the dataset along high density areas defined by unlabeled examples, but it is fragile to bridge examples. Semi-supervised K-Means uses labeled examples to initialize clustering centers to separate different examples, however, semi-supervised K-Means fails in the situation of imbalanced issues, that is, the example size of each class varies significantly. This paper proposes a novel label propagated nonnegative matrix factorization method (LPNMF) to handle clean labeled but biased data and its extension LPNMF-E to handle noisy labeled data based on the framework of NMF. LPNMF decomposes the whole dataset into the product of a basis matrix and a coefficient matrix. To propagate labels to unlabeled examples, LPNMF regards the class indicators of labeled examples as their coefficients and iteratively updates both basis matrix and coefficients of unlabeled examples. LPNMF absorbs the merits from both semi-supervised K-Means and label propagation to handle their respective shortages. Specifically, on the one hand, LPNMF learns representative clustering centers based on the distribution of the dataset, similar to semi-supervised K-means, and thus is robust to the bridge examples. On the other hand, LPNMF pushes labels according to the affinity between examples, similar to label propagation, and thus relieves the biased problem. Moreover, we introduce a LPNMF extension to handle the noisy label case. LPNMF-E relaxes the constraint of labeled examples. Since the label of each labeled example also obtains label information from the global distribution of the whole dataset and local manifold of its neighbors, LPNMF-E outputs reliable class indicators even if a portion of examples are incorrectly labeled. Theoretical analyses for the generalization ability of our proposed models are also provided. Experimental results on both clean and noisy labeled datasets confirm the effectiveness of LPNMF and LPNMF-E compared with both LP and the representative semi-supervised K-Means algorithms.","1558-2191","","10.1109/TKDE.2020.2982387","National Natural Science Foundation of China(grant numbers:61806213,61906210); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9044402","Nonnegative matrix factorization;semi-supervised learning;label propagation;K-means;clustering","Matrix decomposition;Noise measurement;Bridges;Manifolds;Clustering algorithms;Semisupervised learning;Symmetric matrices","","25","","38","IEEE","23 Mar 2020","1 Jan. 2022","","IEEE","IEEE Journals"
"Event Detection in Noisy Streaming Data with Combination of Corroborative and Probabilistic Sources","A. Suprem; C. Pu","School of Computer Science, Georgia Institute of Technology, Atlanta, GA, USA; School of Computer Science, Georgia Institute of Technology, Atlanta, GA, USA",2019 IEEE 5th International Conference on Collaboration and Internet Computing (CIC),"13 Feb 2020","2019","","","168","177","Global physical event detection has traditionally relied on dense coverage of physical sensors around the world; while this is an expensive undertaking, there have not been alternatives until recently. The ubiquity of social networks and human sensors in the field provides a tremendous amount of real-time, live data about true physical events from around the world. However, while such human sensor data have been exploited for retrospective large-scale event detection such as hurricanes or earthquakes, there has been limited to no success in exploiting this rich resource for general physical event detection. Prior implementation approaches have suffered from the concept drift phenomenon, where real-world data exhibits continuous, unknown, and unbounded changes in its data distribution, making static machine learning models ineffective in the long term. We propose and implement an end-to-end collaborative drift adaptive system that integrates corroborative and probabilistic sources to deliver real-time predictions. Furthermore, our system is adaptive to concept drift and performs automated continuous learning to maintain high performance. We demonstrate our approach in a real-time demo available online for landslide disaster detection, with extensibility to other real-world physical events such as flooding, wildfires, hurricanes, and earthquakes.","","978-1-7281-6739-8","10.1109/CIC48465.2019.00029","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8998489","concept drift;change detection;nlp;collaborative data models;drift;landslides;disaster management","Event detection;Data models;Sensors;Probabilistic logic;Terrain factors;Earthquakes;Market research","","3","","34","IEEE","13 Feb 2020","12-14 Dec. 2019","12-14 Dec. 2019","IEEE","IEEE Conferences"
"Concept Drift Adaptation for Acoustic Scene Classifier Based on Gaussian Mixture Model","I. D. Id; M. Abe; S. Hara","Science and Engineering in Health Systems, Graduate School of Interdisciplinary, Okayama University, Okayama, Japan; Science and Engineering in Health Systems, Graduate School of Interdisciplinary, Okayama University, Okayama, Japan; Science and Engineering in Health Systems, Graduate School of Interdisciplinary, Okayama University, Okayama, Japan",2020 IEEE REGION 10 CONFERENCE (TENCON),"22 Dec 2020","2020","","","450","455","In non-stationary environments, data might change over time, leading to variations in the underlying data distributions. This phenomenon is called concept drift and it negatively impacts the performance of scene detection models due to them being trained and evaluated on data with different distributions. This paper presents a new algorithm for detecting and adapting to concept drifts based on combining the existing and new components Gaussian mixture model then merging it. The algorithm is equipped with a drift detector based on kernel density estimation enabling the algorithm to adapt to new data and generalize over old and new concepts well.","2159-3450","978-1-7281-8455-5","10.1109/TENCON50793.2020.9293766","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9293766","Concept Drift;Acoustic Scene Classification;Incremental Learning;Gaussian Mixture Model","Adaptation models;Merging;Data models;Acoustics;Gaussian mixture model;Clustering algorithms;Kernel","","4","","27","IEEE","22 Dec 2020","16-19 Nov. 2020","16-19 Nov. 2020","IEEE","IEEE Conferences"
