"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Real-Time Object Detection Algorithm Performance on Edge Computing Devices","S. Sam Xu; S. Shue","Electrical and Computer Engineering UNC Charlotte, Charlotte, NC; Electrical and Computer Engineering UNC Charlotte, Charlotte, NC","2024 International Symposium on Networks, Computers and Communications (ISNCC)","26 Nov 2024","2024","","","1","5","Distracted driving remains a major cause of traffic accidents, highlighting the critical need for driver assistance systems. Edge computing offers a promising solution by enabling real-time data processing at the source, reducing power consumption, and improving portability. This study investigates the performance of YOLOv5, a state-of-the-art object detection algorithm, for real-time traffic light detection on three popular edge devices with different processor architectures: Jetson Nano, Raspberry Pi 4, and Coral TPU Dev Board. We evaluate each device based on its inference time, and power consumption, providing a comprehensive comparison for deploying a small, power-efficient driving assistant system. Our results demonstrate the potential of YOLOv5 on-edge devices for real-time traffic light detection, offering valuable insights for researchers and developers in intelligent transnortation systems.","2768-0940","979-8-3503-6491-0","10.1109/ISNCC62547.2024.10759057","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10759057","machine learning;computer vision;YOLO;Raspberry Pi;Google Coral;TPU;Nvidia Jetson;GPU","Performance evaluation;YOLO;Power demand;Computational modeling;Image edge detection;Real-time systems;Inference algorithms;Nanoscale devices;Research and development;Edge computing","","3","","14","IEEE","26 Nov 2024","22-25 Oct. 2024","22-25 Oct. 2024","IEEE","IEEE Conferences"
"MAT-VIT:A Vision Transformer with MAE-Based Self-Supervised Auxiliary Task for Medical Image Classification","Y. Han; H. Chen; L. Yao; K. Li; J. Yin","Dongguan University of Technology, Dongguan, China; Dongguan University of Technology, Dongguan, China; Dongguan University of Technology, Dongguan, China; Dongguan University of Technology, Dongguan, China; Dongguan University of Technology, Dongguan, China",2024 27th International Conference on Computer Supported Cooperative Work in Design (CSCWD),"10 Jul 2024","2024","","","2046","2052","In the current clinical healthcare environment, there is often a challenge where there is a wealth of unlabeled medical images, but a shortage of labeled images specific to particular medical cases. This limitation restricts the improvement of training effectiveness for deep learning models. This paper, starting from self-supervised learning and drawing inspiration from multi-task learning, explores a Vision Transformer-based self-supervised auxiliary task using MAE for medical image classification. This model establishes both a self-supervised auxiliary task and a supervised primary task, using a shared-weight VIT (Vision Transformer) encoder and synchronously updating network parameters. It effectively leverages both unlabeled and labeled medical images, resulting in promising outcomes. The model is alternately tested on two different medical image classification primary task datasets using three different types of self-supervised auxiliary task sets, and in most cases, it outperforms pure VIT models trained using both supervised and self-supervised learning methods under similar conditions.","2768-1904","979-8-3503-4918-4","10.1109/CSCWD61410.2024.10580737","National Key Research and Development Program of China; National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10580737","VIT;MAE;self-supervised learning;multi-task learning;medical image classification","Training;COVID-19;Federated learning;Self-supervised learning;Medical services;Transformers;Multitasking","","3","","15","IEEE","10 Jul 2024","8-10 May 2024","8-10 May 2024","IEEE","IEEE Conferences"
"Enhancing Mobile Robotics with Federated Learning: A Collaborative Approach to Supervised Semantic Mapping in Logistic Environments","S. Hoose; M. Harasic; D. Lehmann; A. Paschke",Fraunhofer IML; Fraunhofer FOKUS; Fraunhofer FOKUS; Fraunhofer FOKUS,2024 6th International Conference on Control and Robotics (ICCR),"25 Mar 2025","2024","","","192","197","Semantic mapping has many use cases in mobile robotics. For example, in logistic environments, it is applied to find and transport loading goods or in mobile manipulation to identify objects to grasp, and it often relies on neural networks to accomplish image detection and segmentation for semantic mapping. Data sets are usually required to train those neural networks, which are difficult to generate for many organizations since their creation requires qualified personnel. This paper demonstrates how federated learning, combined with supervised neural networks, effectively reduces the effort for semantic map training while maintaining data sovereignty. It allows organizations to facilitate their individual training data generation efforts to build semantic maps by collaborating with other organizations without sharing their training data and, therefore, not losing their data sovereignty. At the same time, they can reduce their individual effort to generate and train data.","","979-8-3315-1815-8","10.1109/ICCR64365.2024.10927437","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10927437","Mobile Robotics;Semantic Mapping;Supervised Learning;Federated Learning;Logistics","Training;Federated learning;Semantics;Neural networks;Supervised learning;Training data;Organizations;Personnel;Robots;Logistics","","","","24","IEEE","25 Mar 2025","5-7 Dec. 2024","5-7 Dec. 2024","IEEE","IEEE Conferences"
"Adaptive Granulation for Efficient Classification on Noise Labeled Images","K. Cai; H. Zhang; D. Miao","Department of Computer Science and Technology, Tongji University, Shanghai, China; Department of Computer Science and Technology, Tongji University, Shanghai, China; Department of Computer Science and Technology, Tongji University, Shanghai, China",2024 IEEE 9th International Conference on Computational Intelligence and Applications (ICCIA),"23 Oct 2024","2024","","","144","148","Current semi-supervised learning-based sample selection methods for noisy label image classification typically utilize all clean and noisy samples for model training. However, not all noisy samples contribute positively to model training. This paper introduces a novel semi-supervised image data granulation method that employs adaptively generated granular noisy sample subsets in place of the original noisy samples to enhance classification efficiency. The granular data generated retain the essential features of the original data, thereby improving efficiency without compromising classification accuracy. The quality of the granular data is assessed using coverage and specificity criteria, standard metrics for evaluating information granules. The proposed method consists of three main components: (i)selecting clean and noisy samples through network co-training, (ii)calculating granular noisy sample subsets by adaptive granulation, and (iii)optimizing the network model using a semi-supervised strategy. Experimental results on benchmark datasets with varying noise rates demonstrate that our method significantly improves the efficiency of noisy label image classification while maintaining accuracy.","","979-8-3503-5221-4","10.1109/ICCIA62557.2024.10719343","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10719343","image classification;noisy label;sample selection;justifiable granularity;semi-supervised","Training;Adaptation models;Accuracy;Computational modeling;Noise;Benchmark testing;Noise measurement;Standards;Image classification;Noise level","","","","17","IEEE","23 Oct 2024","9-11 Aug. 2024","9-11 Aug. 2024","IEEE","IEEE Conferences"
"Regularly Truncated M-Estimators for Learning With Noisy Labels","X. Xia; P. Lu; C. Gong; B. Han; J. Yu; J. Yu; T. Liu","Sydney AI Center, School of Computer Science, Faculty of Engineering, University of Sydney, Darlington, NSW, Australia; Australian AI Institute, Faculty of Engineering and IT, University of Technology Sydney, Broadway, NSW, Australia; PCA Lab, the Key Laboratory of Intelligent Perception and Systems for High-Dimensional Information of Ministry of Education, School of Computer Science and Engineering, Nanjing University of Science and Technology, Nanjing, China; Department of Computer Science, Hong Kong Baptist University, Hong Kong, China; Department of Automation, University of Science and Technology of China, Hefei, China; School of Computer Science and Technology, Hangzhou Dianzi University, Hangzhou, China; Sydney AI Center, School of Computer Science, Faculty of Engineering, University of Sydney, Darlington, NSW, Australia",IEEE Transactions on Pattern Analysis and Machine Intelligence,"3 Apr 2024","2024","46","5","3522","3536","The sample selection approach is very popular in learning with noisy labels. As deep networks “learn pattern first”, prior methods built on sample selection share a similar training procedure: the small-loss examples can be regarded as clean examples and used for helping generalization, while the large-loss examples are treated as mislabeled ones and excluded from network parameter updates. However, such a procedure is arguably debatable from two folds: (a) it does not consider the bad influence of noisy labels in selected small-loss examples; (b) it does not make good use of the discarded large-loss examples, which may be clean or have meaningful information for generalization. In this paper, we propose regularly truncated M-estimators (RTME) to address the above two issues simultaneously. Specifically, RTME can alternately switch modes between truncated M-estimators and original M-estimators. The former can adaptively select small-losses examples without knowing the noise rate and reduce the side-effects of noisy labels in them. The latter makes the possibly clean examples but with large losses involved to help generalization. Theoretically, we demonstrate that our strategies are label-noise-tolerant. Empirically, comprehensive experimental results show that our method can outperform multiple baselines and is robust to broad noise types and levels.","1939-3539","","10.1109/TPAMI.2023.3347850","National Natural Science Foundation of China(grant numbers:62336003,12371510); NSF of Jiangsu Province(grant numbers:BZ2021013,BK20220080); NSFC Young Scientists Fund(grant numbers:62006202); NSFC General Program(grant numbers:62376235); RGC Early CAREER Scheme(grant numbers:22200720); National Natural Science Foundation of China(grant numbers:62276242); National Aviation Science Foundation(grant numbers:2022Z071078001); CAAI-Huawei MindSpore Open Fund(grant numbers:CAAIXSJLJJ-2021-016B,CAAIXSJLJJ-2022-001A); Anhui Province Key Research and Development Program(grant numbers:202104a05020007); DreamsFoundation of Jianghuai Advance Technology Center(grant numbers:2023-ZM01Z001); USTC-IAT Application Sci. & Tech. Achievement Cultivation Program(grant numbers:JL06521001Y); Sci. & Tech. Innovation Special Zone(grant numbers:20-163-14-LZ-001-004-01); National Natural Science Foundation of China(grant numbers:62125201,62020106007); Australian Research Council(grant numbers:FT220100318,DP220102121,LP220100527,LP220200949,IC190100031); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10375792","Learning with noisy labels;sample selection;truncated M-estimators;regularly truncated M-estimators;generalization","Noise measurement;Training;Training data;Computer science;Switches;Random variables;Australia","","10","","104","IEEE","28 Dec 2023","May 2024","","IEEE","IEEE Journals"
"Personalized Federated Learning for Cross-View Geo-Localization","C. Anagnostopoulos; A. Gkillas; N. Piperigkos; A. S. Lalos","Industrial Systems Institute, Athena Research Center, Greece; Industrial Systems Institute, Athena Research Center, Greece; Industrial Systems Institute, Athena Research Center, Greece; Industrial Systems Institute, Athena Research Center, Greece",2024 IEEE 26th International Workshop on Multimedia Signal Processing (MMSP),"12 Nov 2024","2024","","","1","6","In this paper we propose a methodology combining Federated Learning (FL) with Cross-view Image Geo-localization (CVGL) techniques. We address the challenges of data privacy and heterogeneity in autonomous vehicle environments by proposing a personalized Federated Learning scenario that allows selective sharing of model parameters. Our method implements a coarse-to-fine approach, where clients share only the coarse feature extractors while keeping fine-grained features specific to local environments. We evaluate our approach against traditional centralized and single-client training schemes using the KITTI dataset combined with satellite imagery. Results demonstrate that our federated CVGL method achieves performance close to centralized training while maintaining data privacy. The proposed partial model sharing strategy shows comparable or slightly better performance than classical FL, offering significant reduced communication overhead without sacrificing accuracy. Our work contributes to more robust and privacy-preserving localization systems for autonomous vehicles operating in diverse environments.","2473-3628","979-8-3503-8725-4","10.1109/MMSP61759.2024.10743630","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10743630","Federated Learning;Autonomous Driving;Cross-view;Geo-localization","Training;Location awareness;Data privacy;Federated learning;Scalability;Signal processing;Feature extraction;Data models;Sensors;Autonomous vehicles","","","","28","IEEE","12 Nov 2024","2-4 Oct. 2024","2-4 Oct. 2024","IEEE","IEEE Conferences"
"A Cluster-Aided Ensemble Classification Method for Data Stream with Mixed Concept Drift","P. Liu; K. Ge; Y. Zhang; B. Xu","China Energy Engineering Group Anhui Electric Power Design Institute Co., Ltd., Hefei, China; China Energy Engineering Group Anhui Electric Power Design Institute Co., Ltd., Hefei, China; China Energy Engineering Group Anhui Electric Power Design Institute Co., Ltd., Hefei, China; China Energy Engineering Group Anhui Electric Power Design Institute Co., Ltd., Hefei, China",2024 9th International Conference on Cloud Computing and Big Data Analytics (ICCCBDA),"28 Jun 2024","2024","","","269","279","Concept drift, i.e. the change of data distribution in data stream, is one of the main factors to reduce the accuracy of data stream classification. Among the methods to deal with concept drift, concept drift adaptation methods have been shown to be very competitive. However, in existing ones, the solution of solving mixed concept drift which means multiple concept drifts occur at the same time is seldom taken into account. To this end, in this paper, we suggest a multi-level cluster framework to reserve data and utilize the value of the historical data for respectively updating mixed drift, where two cluster-based updating strategies are proposed for updating the internal and external weights of instances and selecting the instances suitable for mixed concept drift. The two weights of instances are used to measure the contribution of instances to the quality and diversity of instance space. In multi-level cluster framework, the change of space caused by concept drift is decomposed into the change of cluster, and the range of cluster is used to simulate the range of drift. Accordingly, the cluster-aided ensemble classification is developed to adapt to data stream with mixed concept drift. Experimental results on synthetic and real-world datasets show that our algorithm outperforms existing concept drift adaptation methods.","2832-3734","979-8-3503-7355-4","10.1109/ICCCBDA61447.2024.10569271","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10569271","Online learning;concept drift;ensemble learning;data stream;classification","Weight measurement;Cloud computing;Accuracy;Clustering algorithms;Big Data;Extraterrestrial measurements;Classification algorithms","","","","26","IEEE","28 Jun 2024","25-27 April 2024","25-27 April 2024","IEEE","IEEE Conferences"
"Robust Commonsense Reasoning Against Noisy Labels Using Adaptive Correction","X. Yang; C. Deng; K. Wei; D. Tao","School of Electronic Engineering, Xidian University, Xi’an, China; School of Electronic Engineering, Xidian University, Xi’an, China; School of Electronic Engineering, Xidian University, Xi’an, China; School of Computer Science, Faculty of Engineering, University of Sydney, Darlington, NSW, Australia",IEEE Transactions on Cybernetics,"11 Jul 2024","2024","54","7","4138","4149","Commonsense reasoning based on knowledge graphs (KGs) is a challenging task that requires predicting complex questions over the described textual contexts and relevant knowledge about the world. However, current methods typically assume clean training scenarios with accurately labeled samples, which are often unrealistic. The training set can include mislabeled samples, and the robustness to label noises is essential for commonsense reasoning methods to be practical, but this problem remains largely unexplored. This work focuses on commonsense reasoning with mislabeled training samples and makes several technical contributions: 1) we first construct diverse augmentations from knowledge and model, and offer a simple yet effective multiple-choice alignment method to divide the training samples into clean, semi-clean, and unclean parts; 2) we design adaptive label correction methods for the semi-clean and unclean samples to exploit the supervised potential of noisy information; and 3) finally, we extensively test these methods on noisy versions of commonsense reasoning benchmarks (CommonsenseQA and OpenbookQA). Experimental results show that the proposed method can significantly enhance robustness and improve overall performance. Furthermore, the proposed method is generally applicable to multiple existing commonsense reasoning frameworks to boost their robustness. The code is available at https://github.com/xdxuyang/CR_Noisy_Labels.","2168-2275","","10.1109/TCYB.2023.3339629","Joint Fund of Ministry of Education of China(grant numbers:8091B022149); Key Research and Development Projects of Shaanxi Province(grant numbers:2021ZDLGY01-03); National Natural Science Foundation of China(grant numbers:62132016,62171343,62071361,62201436); Fundamental Research Funds for the Central Universities(grant numbers:ZDRC2102,ZYTS23135); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10375098","Commonsense reasoning;knowledge graph (KG);noisy labels","Noise measurement;Commonsense reasoning;Training;Robustness;Adaptation models;Context modeling;Knowledge graphs","","9","","61","IEEE","27 Dec 2023","July 2024","","IEEE","IEEE Journals"
"Neural Network Coding of Difference Updates for Efficient Distributed Learning Communication","D. Becking; K. Müller; P. Haase; H. Kirchhoffer; G. Tech; W. Samek; H. Schwarz; D. Marpe; T. Wiegand","Fraunhofer Institute for Telecommunications, Heinrich-Hertz-Institute, Berlin, Germany; Fraunhofer Institute for Telecommunications, Heinrich-Hertz-Institute, Berlin, Germany; Fraunhofer Institute for Telecommunications, Heinrich-Hertz-Institute, Berlin, Germany; Fraunhofer Institute for Telecommunications, Heinrich-Hertz-Institute, Berlin, Germany; Fraunhofer Institute for Telecommunications, Heinrich-Hertz-Institute, Berlin, Germany; Fraunhofer Institute for Telecommunications, Heinrich-Hertz-Institute, Berlin, Germany; Fraunhofer Institute for Telecommunications, Heinrich-Hertz-Institute, Berlin, Germany; Fraunhofer Institute for Telecommunications, Heinrich-Hertz-Institute, Berlin, Germany; Fraunhofer Institute for Telecommunications, Heinrich-Hertz-Institute, Berlin, Germany",IEEE Transactions on Multimedia,"24 Jul 2024","2024","26","","6848","6863","Distributed learning requires a frequent communication of neural network update data. For this, we present a set of new compression tools, jointly called differential neural network coding (dNNC). dNNC is specifically tailored to efficiently code incremental neural network updates and includes tools for federated BatchNorm folding (FedBNF), structured and unstructured sparsification, tensor row skipping, quantization optimization and temporal adaptation for improved context-adaptive binary arithmetic coding (CABAC). Furthermore, dNNC provides a new parameter update tree (PUT) mechanism, which allows to identify updates for different neural network parameter sub-sets and their relationship in synchronous and asynchronous neural network communication scenarios. Most of these tools have been included into the standardization process of the NNC standard (ISO/IEC 15938-17) edition 2. We benchmark dNNC in multiple federated and split learning scenarios using a variety of NN models and data including vision transformers and large-scale ImageNet experiments: It achieves compression efficiencies of 60% in comparison to the NNC standard edition 1 for transparent coding cases, i.e., without degrading the inference or training performance. This corresponds to a reduction in the size of the NN updates to less than 1% of their original size. Moreover, dNNC reduces the overall energy consumption required for communication in federated learning systems by up to 94%.","1941-0077","","10.1109/TMM.2024.3357198","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10412190","Neural network coding;federated learning;transfer learning;split learning;efficient NN communication;ISO/IEC MPEG standards;federated batchnorm folding","Artificial neural networks;Training;Servers;Encoding;Federated learning;Quantization (signal);Task analysis","","6","","68","CCBY","23 Jan 2024","2024","","IEEE","IEEE Journals"
"DPFedSAM-Meas: Comparison Of Differential Privacy Federated Learning In Medical Image Classification","S. Jiang; Z. Wang; Z. He; Y. Li; X. Li; H. Chi; X. Du","School of Computer Science, China University of Mining and Technology, Xuzhou, China; School of Computer Science, China University of Mining and Technology, Xuzhou, China; School of Computer Science, China University of Mining and Technology, Xuzhou, China; School of Computer Science, China University of Mining and Technology, Xuzhou, China; Jiangsu Jingchuang Electric CO.,LTD; School of Automation and Software Engineering, Shanxi University, Taiyuan, China; Department of Electrical and Computer Engineering, Stevens Institute of Technology, Hoboken, NJ, USA",GLOBECOM 2024 - 2024 IEEE Global Communications Conference,"11 Mar 2025","2024","","","1233","1238","Machine learning is widely used in medical image classification tasks. However, medical images often exhibit uneven distribution and high sensitivity to noise. A feasible solution involves using federated learning (FL) with differential privacy (DP), a distributed training method that protects patient privacy. In this work, many studies have proposed improved solutions for localized differential-private federated learning (DP-FL) frameworks. However, these studies are isolated, which would be detrimental to privacy practitioners in designing and using the algorithms. To provide a comprehensive analysis of these algorithms, we propose DPFedSAM-Meas, as a framework for comprehensive utility analysis of DP-FL. In this framework, we employed the state-of-the-art federated learning framework FedSAM. Moreover, we categorize DP algorithms into Laplace DP and Gaussian DP by the underlying DP mechanisms, and into Gradient DP and Parameter DP by the DP position in FL train. DPFedSAM-Meas allows a comparative analysis of these four DP techniques, measuring their model utility, privacy leakage, and overhead when FL uses different network structures. Finally, we evaluate DPFedSAM-Meas on datasets of Pneumonia, Blood, and Path, aiming to investigate the performance of different DP techniques on mainstream deep learning algorithms, including Convolutional Neural Networks (CNN) and Vision Transformers (ViT).","2576-6813","979-8-3503-5125-5","10.1109/GLOBECOM52923.2024.10901140","Ministry of Education; National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10901140","","Training;Privacy;Differential privacy;Sensitivity;Pneumonia;Federated learning;Transformers;Convolutional neural networks;Biomedical imaging;Image classification","","4","","22","IEEE","11 Mar 2025","8-12 Dec. 2024","8-12 Dec. 2024","IEEE","IEEE Conferences"
"Consistency-Regularized Learning for Remote Sensing Scene Classification With Noisy Labels","R. Hu; Z. Li; T. Wang; R. Hu; G. N. Papageorgiou; G. -H. Liu","College of Computer Science and Mathematics, Fujian University of Technology, Fuzhou, China; Fujian Provincial Key Laboratory of Information Processing and Intelligent Control, School of Computer and Big Data, Minjiang University, Fuzhou, China; Fujian Provincial Key Laboratory of Information Processing and Intelligent Control, School of Computer and Big Data, Minjiang University, Fuzhou, China; College of Computer Science and Mathematics, Fujian University of Technology, Fuzhou, China; Systema Research Center, European University Cyprus, Nicosia, Cyprus; College of Computer Science and Engineering, Guangxi Normal University, Guilin, China",IEEE Geoscience and Remote Sensing Letters,"14 Nov 2024","2024","21","","1","5","Recently, deep convolutional neural networks (DCNNs) have been widely adopted in scene classification for remote sensing (RS) images, yielding impressive results. One important assumption for training these models is that the image labels are free from errors. However, the mislabeling of certain images can severely degrade the performance of DCNN models. While existing methods offer some degree of mitigation, their effectiveness diminishes significantly in the presence of highly contaminated labels. This letter seeks to address this issue by proposing a robust scene classification model designed to learn from noisy labels. First, a semi-supervised approach is proposed, involving bootstrapping a model that uses a cleaned training set through coarse screening of potentially noisy labels. In particular, the model is trained using consistency regularization to enhance its robustness. Second, the remaining images with uncertain labels are further used to increase the number of images available for training. Here, dynamic thresholding is applied to detect and correct label errors. Lastly, the images and their labels from the two steps above are jointly used for final training. The proposed method is evaluated on three widely used RS datasets (AID, WHU-RS19, and UCMerced). The results demonstrate that the proposed approach outperforms competing methods, highlighting its efficacy in addressing label noise in RS datasets.","1558-0571","","10.1109/LGRS.2024.3489635","Fujian Natural Science Foundation(grant numbers:2022J011112,2024J02029); Research Project of Fashu Foundation(grant numbers:MFK23001); National Natural Science Foundation of China(grant numbers:62471207); Science and Technology Project of Fuzhou Ocean Research Institute(grant numbers:2024F03,2023F04); Major Science and Technology Projects in Fuzhou(grant numbers:2022-ZD-005); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10741253","Consistency regularization;noisy labels;remote sensing (RS);scene classification","Training;Noise measurement;Remote sensing;Noise;Scene classification;Sensors;Robustness;Predictive models;Data models;Labeling","","39","","22","IEEE","1 Nov 2024","2024","","IEEE","IEEE Journals"
"Semantic Segmentation of Airborne LiDAR Point Clouds With Noisy Labels","Y. Gao; S. Xia; C. Wang; X. Xi; B. Yang; C. Xie","Key Laboratory of Digital Earth Science, Aerospace Information Research Institute, Chinese Academy of Sciences, Beijing, China; Department of Geomatics Engineering, Changsha University of Science and Technology, Changsha, China; Key Laboratory of Digital Earth Science, Aerospace Information Research Institute, Chinese Academy of Sciences, Beijing, China; Key Laboratory of Digital Earth Science, Aerospace Information Research Institute, Chinese Academy of Sciences, Beijing, China; State Key Laboratory of Information Engineering in Surveying, Mapping and Remote Sensing, Wuhan University, Wuhan, China; Key Laboratory of Digital Earth Science, Aerospace Information Research Institute, Chinese Academy of Sciences, Beijing, China",IEEE Transactions on Geoscience and Remote Sensing,"27 Sep 2024","2024","62","","1","14","High-quality point cloud annotation is labor-intensive and time-consuming, but it serves as a critical factor driving the success of LiDAR point cloud semantic segmentation. Leveraging low-quality labels in LiDAR point cloud processing is overlooked, despite the fact that noisy annotation has low labeling costs and abundant cross-modal resources (e.g., labels from images). To this end, we thoroughly investigate the performance of airborne LiDAR point cloud semantic segmentation models using noisy labels for the first time and find that it is closely related to object categories and learning stages. Then we propose a new semantic segmentation framework for LiDAR point cloud noisy learning called adaptive dynamic noise label correction (ADNLC), which consists of weak category priority, dynamic monitoring (DM), and historical choice (HC). With these methods, we can adaptively correct the noise labels of different categories according to their specific learning situations. Finally, we provide a comprehensive process for noise simulation, accuracy evaluation, and comparisons in airborne LiDAR point cloud learning from noisy labels. We conduct experiments on the ISPRS 3-D Labeling Vaihingen and Large-scale ALS data for Semantic Labeling in Dense Urban Areas (LASDU) datasets, and the results show that our ADNLC outperforms baseline methods by 30% and 16%, respectively, verifying the superiority of ADNLC and demonstrating the potential of noise labels in LiDAR data processing.","1558-0644","","10.1109/TGRS.2024.3458013","National Key Research and Development Program of China(grant numbers:2022YFC3005601); National Natural Science Foundation of China(grant numbers:42201481); Natural Science Foundation of Hunan Province(grant numbers:2023JJ40024); Scientific Research Foundation of Hunan Education Department(grant numbers:21B0332); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10677356","Airborne LiDAR point cloud;noise learning;noisy labels;point cloud semantic segmentation","Point cloud compression;Laser radar;Annotations;Noise measurement;Semantic segmentation;Noise;Training","","4","","67","IEEE","11 Sep 2024","2024","","IEEE","IEEE Journals"
"A Noisy Elephant in the Room: Is Your out-of-Distribution Detector Robust to Label Noise?","G. Humblot-Renaux; S. Escalera; T. B. Moeslund","Visual Analysis and Perception lab, Aalborg University, Denmark; Visual Analysis and Perception lab, Aalborg University, Denmark; Visual Analysis and Perception lab, Aalborg University, Denmark",2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),"16 Sep 2024","2024","","","22626","22636","The ability to detect unfamiliar or unexpected images is essential for safe deployment of computer vision systems. In the context of classification, the task of detecting images outside of a model's training domain is known as out-of-distribution (OOD) detection. While there has been a growing research interest in developing post-hoc OOD detection methods, there has been comparably little discussion around how these methods perform when the underlying classifier is not trained on a clean, carefully curated dataset. In this work, we take a closer look at 20 state-of-the-art OOD detection methods in the (more realistic) scenario where the labels used to train the underlying classifier are unreliable (e.g. crowd-sourced or web-scraped labels). Extensive experiments across different datasets, noise types & levels, architectures and checkpointing strategies provide insights into the effect of class label noise on OOD detection, and show that poor separation between incorrectly classified ID samples vs. OOD samples is an overlooked yet important limitation of existing methods. Code: https://github.com/glhr/ood-labelnoise","2575-7075","979-8-3503-5300-6","10.1109/CVPR52733.2024.02135","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10656694","Out-of-distribution detection;Noisy labels;Image classification","Training;Computer vision;Uncertainty;Computational modeling;Noise;Detectors;Robustness","","3","","71","IEEE","16 Sep 2024","16-22 June 2024","16-22 June 2024","IEEE","IEEE Conferences"
"FedITD: A Federated Parameter-Efficient Tuning With Pre-Trained Large Language Models and Transfer Learning Framework for Insider Threat Detection","Z. Qiang Wang; H. Wang; A. El Saddik","Multimedia Communications Research Laboratory (MCRLab), School of Electrical Engineering and Computer Science, University of Ottawa, Ottawa, ON, Canada; Multimedia Communications Research Laboratory (MCRLab), School of Electrical Engineering and Computer Science, University of Ottawa, Ottawa, ON, Canada; Multimedia Communications Research Laboratory (MCRLab), School of Electrical Engineering and Computer Science, University of Ottawa, Ottawa, ON, Canada",IEEE Access,"6 Nov 2024","2024","12","","160396","160417","Insider threats cause greater losses than external attacks, prompting organizations to invest in detection systems. However, there exist challenges: 1) Security and privacy concerns prevent data sharing, making it difficult to train robust models and identify new attacks. 2) The diversity and uniqueness of organizations require localized models, as a universal solution could be more effective. 3) High resource costs, delays, and data security concerns complicate building effective detection systems. This paper introduces FedITD, a flexible, hierarchy, and federated framework with local real-time detection systems, combining Large Language Models (LLM), Federated Learning (FL), Parameter Efficient Tuning (PETuning), and Transfer Learning (TF) for insider threat detection. FedITD uses FL to protect privacy while indirect integrating client information and employs PETuning methods (Adapter, BitFit, LoRA) with LLMs (BERT, RoBERTa, XLNet, DistilBERT) to reduce resource use and time delay. FedITD customizes client models and optimizes performance via transfer learning without central data transfer, further enhancing the detection of new attacks. FedITD outperforms other federated learning methods and its performance is very close to the best centrally trained method. Extensive experiment results show FedITD’s superior performance, adaptability to varied data, and reduction of resource costs, achieving an optimal balance in detection capabilities across source data, unlabeled local data, and global data. Alternative PETuning implementations are also explored in this paper.","2169-3536","","10.1109/ACCESS.2024.3482988","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10721229","Cybersecurity;insider threat;deep learning;transformer;BERT;RoBERTa;XLNet;DistilBERT;GPT;data augmentation;artificial intelligence;machine learning;pre-trained LLM;PETuning;adapter;LoRA;BitFit;LLM;NLP","Data models;Adaptation models;Threat assessment;Tuning;Security;Organizations;Costs;Computational modeling;Transfer learning;Deep learning;Computer security;Data augmentation;Artificial intelligence;Machine learning","","9","","63","CCBYNCND","17 Oct 2024","2024","","IEEE","IEEE Journals"
