"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"AI Based Face Emotion Recognition and Mood Mapping Interface","K. Vignesh; B. Baranitharan; K. Yuvaraj; D. I. S. Reddy; R. M. K. Reddy; M. V. K. Reddy","Department of Computer Science and Engineering, Kalasalingam Academy of Research and Education, Krishnankoil, Tamil Nadu, India; Department of Civil Engineering, Kalasalingam Academy of Research and Education, Krishnankoil, Tamil Nadu, India; Department of Computer Science and Engineering, Kalasalingam Academy of Research and Education, Krishnankoil, Tamil Nadu, India; Department of Computer Science and Engineering, Kalasalingam Academy of Research and Education, Krishnankoil, Tamil Nadu, India; Department of Computer Science and Engineering, Kalasalingam Academy of Research and Education, Krishnankoil, Tamil Nadu, India; Department of Computer Science and Engineering, Kalasalingam Academy of Research and Education, Krishnankoil, Tamil Nadu, India",2026 International Conference on Visual Analytics and Data Visualization (ICVADV),"16 Apr 2026","2026","","","195","201","The capability of systems to interpret human emotions and respond to them is shaping the human-computer interaction. Conventional ways of communication do not provide as much emotional context that decreases the system adaptability as well as user engagement. The AI-Based Face Emotion Recognition and Mood Mapping Interface is a user interface that is based on deep learning models, computer vision, and real-time processing of facial expression and emotions including happiness, sadness, anger, surprise, and neutrality. The system combines the use of Convolutional Neural Networks (CNNs), the pre-trained face detection models, and lightweight structures to deploy the system and achieve the desired accuracy and speed in recognition. Moreover, mood mapping modules have customized feedback and can be used to offer adaptive human-computer interfaces, monitoring wellness, and intelligent decision making. They comprise Open CV in detection of faces, Tensor Flow in emotion detection and a mood inference engine that provides meaningful insights to be used in healthcare, education and user experience design. This extensible and extensible system provides a solid platform to affective computing, improves the human-machine interaction, and provides adaptive behaviors to real-time environments.","","979-8-3315-9237-0","10.1109/ICVADV67766.2026.11469797","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11469797","Emotion Recognition;Artificial Intelligence;Facial Expression Analysis;Mood Mapping;Human-Computer Interaction","Guns;Feeds;Antennas;Feedback;Circuits;Filtering;Gabor filters;Filters;Videos;Protocols","","","","20","IEEE","16 Apr 2026","24-26 Feb. 2026","24-26 Feb. 2026","IEEE","IEEE Conferences"
"Antinoisy-Labeling AUC Maximization Learning for Fuzzy Classification on Imbalanced Data","Y. Li; F. -l. Chung; S. Wang","School of AI & Computer Science, Jiangnan University, Wuxi, China; Department of Computing, Hong Kong Polytechnic University, Hong Kong; School of AI & Computer Science, Jiangnan University, Wuxi, China",IEEE Transactions on Fuzzy Systems,"4 Feb 2026","2026","34","2","623","637","By means of both strong uncertainty-handling capability of fuzzy systems and unique advantage of area under the receiver operating characteristic (ROC) curve (AUC) maximization learning for imbalanced classification, a fuzzy classifier consisting of weighted fuzzy rules can be well trained through AUC maximization learning to accomplish an efficient classification on imbalanced data. However, it will be seriously challenged in the presence of noisy labels. This study will explore a novel route for such a fuzzy classifier under AUC maximization learning framework to overcome this challenge. The basic idea is to derive a newly designed antinoisy-labeling AUC maximization learning objective with the introduction of antinoisy-labeling rate and then develop the corresponding training algorithm, which induces the corresponding fuzzy classifier as antinoisy-labeling and fuzzy classifier for imbalanced data (ANLI-FC). The distinctive novelty of the resultant fuzzy classifier ANLI-FC on imbalanced data with label noises exists in simultaneous AUC maximization learning of both antinoisy-labeling rate and all the parameters in all the weighted fuzzy rules, with theoretical guarantee of minimal impact of noisy labels for ground-truth labels. Empirical results on 20 imbalanced datasets with or without label noises demonstrate the outperformed performance of ANLI-FC in contrast to the comparative methods.","1941-0034","","10.1109/TFUZZ.2025.3642192","National Key R&D Project(grant numbers:2022YFE0112400); National Natural Science Foundation of China(grant numbers:62306126,U20A20228,61972181); Natural Science Foundation of Jiangsu Province(grant numbers:BK20191331,BK20220621); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11304698","Antinoisy-labeling;area under the receiver operating characteristic (ROC) curve (AUC) maximization learning;fuzzy classifier with weighted fuzzy rules;generalization;imbalanced data classification","Noise measurement;Training;Classification algorithms;Vectors;Noise;Uncertainty;Fuzzy systems;Toy manufacturing industry;Labeling;Firing","","","","50","IEEE","19 Dec 2025","Feb. 2026","","IEEE","IEEE Journals"
"Towards Data Drift Monitoring for Speech Deepfake Detection in the Context of MLOps","X. Wang; W. Ge; J. Yamagishi","National Institute of Informatics, Japan; National Institute of Informatics, Japan; National Institute of Informatics, Japan","ICASSP 2026 - 2026 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","21 Apr 2026","2026","","","18052","18056","When being delivered in applications or services on the cloud, static speech deepfake detectors that are not updated will become vulnerable to newly created speech deepfake attacks. From the perspective of machine learning operations (MLOps), this paper tries to answer whether we can monitor new and unseen speech deepfake data that drifts away from a seen reference data set. We further ask, if drift is detected, whether we can fine-tune the detector using similarly drifted data, reduce the drift, and improve the detection performance. On a toy dataset and the large-scale MLAAD dataset, we show that the drift caused by new text-to-speech (TTS) attacks can be monitored using distances between the distributions of the new data and reference data. Furthermore, we demonstrate that fine-tuning the detector using data generated by the new TTS deepfakes can reduce the drift and the detection error rates.","2379-190X","979-8-3315-6701-9","10.1109/ICASSP55912.2026.11464546","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11464546","Speech deepfake detection;concept drift;deep learning;biometric","Deepfakes;Videos;LoRa;Protocols;HTTP;Data communication;Amplitude shift keying;Amplitude modulation;Radio communication;Machine learning","","","","28","IEEE","21 Apr 2026","3-8 May 2026","3-8 May 2026","IEEE","IEEE Conferences"
"A Unified Masked Jigsaw Puzzle Framework for Vision and Language Models","W. Ye; W. Wang; Y. Liu; Y. Song; B. Ren; W. Bi; R. Cucchiara; N. Sebe","Beijing Jiaotong University, Beijing, China; Beijing Jiaotong University, Beijing, China; Kuaishou, Beijing, China; Caltech, Pasadena, CA, USA; University of Trento, Trento, Italy; Hong Kong University of Science and Technology, Hong Kong, SAR, China; University of Modena and Reggio Emilia, Modena, Italy; University of Trento, Trento, Italy",IEEE Transactions on Pattern Analysis and Machine Intelligence,"9 Jan 2026","2026","48","2","1873","1887","In federated learning, Transformer, as a popular architecture, faces critical challenges in defending against gradient attacks and improving model performance in both Computer Vision (CV) and Natural Language Processing (NLP) tasks. It has been revealed that the gradient of Position Embeddings (PEs) in Transformer contains sufficient information, which can be used to reconstruct the input data. To mitigate this issue, we introduce a Masked Jigsaw Puzzle (MJP) framework. MJP starts with random token shuffling to break the token order, and then a learnable unknown (unk) position embedding is used to mask out the PEs of the shuffled tokens. In this manner, the local spatial information which is encoded in the position embeddings is disrupted, and the models are forced to learn feature representations that are less reliant on the local spatial information. Notably, with the careful use of MJP, we can not only improve models’ robustness against gradient attacks, but also boost their performance in both vision and text application scenarios, such as classification for images (e.g., ImageNet-1 K) and sentiment analysis for text (e.g., Yelp and Amazon). Experimental results suggest that MJP is a unified framework for different Transformer-based models in both vision and language tasks.","1939-3539","","10.1109/TPAMI.2025.3621246","Fundamental Research Funds for the Central Universities(grant numbers:2022XKRC015); National NSF of China(grant numbers:62372033); Natural Science Foundation of Beijing, China(grant numbers:L252025); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11202736","Masked jigsaw puzzle;natural language processing;computer vision;gradient inversion;position embedding","Transformers;Privacy;Natural language processing;Principal component analysis;Computer vision;Computational modeling;Training;Data privacy;Three-dimensional displays;Image reconstruction","","","","84","IEEE","14 Oct 2025","Feb. 2026","","IEEE","IEEE Journals"
"Noise Hierarchies in Fine-Grained Image Recognition: Pixel Bias, Label Corruption, and Purification Strategies","Y. Zhu","School of Computer Science and Technology, Guangdong University of Technology, Guangzhou, China","2026 IEEE International Conference on Power, Electronics and Green Energy (ICPEGE)","27 Mar 2026","2026","","","37","41","Fine-grained image recognition has small inter-class differences, which can easily lead to label noise during annotation. However, most existing denoising studies primarily focus on ImageNet/CIFAR, lacking systematic evaluation for fine-grained scenarios. This paper uses CUB-200-2011 as the test set and designs a 2×2 factorial experiment to independently control pixel-level and label-level noise. The results show that under an 18% pollution intensity, label flipping leads to an 8-16% decline in Top-1 performance, while Gaussian pixel noise causes a decline of less than 2%; when both coexist, there is no significant additional degradation, which once again verifies that ""label quality is the primary bottleneck for fine-grained tasks."" Subsequently, under the same noise setting, this paper conducts a horizontal comparison between two general strategies for addressing label noise—Robust Loss GCE and Semi-Supervised Cleaning DivideMix: Under an 18% random flip condition, they respectively elevate the Top-1 accuracy from a baseline of 53.14% to 68.54% and 71.02%, achieving relative gains of 15.4 and 17.9 percentage points over Cross-Entropy (CE), with gaps of less than 5 parts per thousand (ppt) from the clean upper bound of 66.09%. Experiments confirm that introducing only a general loss function or a semi-supervised framework can achieve considerable gains in fine-grained bird classification tasks, without the need for specially designing a bird-specific denoising module. This paper provides a one-click reproduction script and CSV noisy labels, which can serve as a directly usable benchmark for subsequent research.","","979-8-3315-8601-0","10.1109/ICPEGE67691.2026.11451672","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11451672","Fine-grained image recognition;Pixel level and label level noise;Label-level noise mitigation;GCE;Dividemix","Degradation;Fine-grained image recognition;Systematics;Accuracy;Annotations;Prevention and mitigation;Noise;Noise reduction;Birds;Noise measurement","","","","12","IEEE","27 Mar 2026","28-30 Jan. 2026","28-30 Jan. 2026","IEEE","IEEE Conferences"
"Mitigating Label Noise in Federated Learning With Regularized Features and Robust Loss","G. F. Ejigu; K. Kim; C. S. Hong","Department of Computer Science and Engineering, Kyung Hee University, Yongin-si, Gyeonggi-do, Republic of Korea; Department of Computer Science and Engineering, Kyung Hee University, Yongin-si, Gyeonggi-do, Republic of Korea; Department of Computer Science and Engineering, Kyung Hee University, Yongin-si, Gyeonggi-do, Republic of Korea",IEEE Transactions on Artificial Intelligence,"31 Mar 2026","2026","7","4","2012","2023","Federated learning (FL) enables decentralized model training across distributed devices while preserving data privacy and reducing communication overhead. However, the presence of heterogeneous client data and noisy labels poses significant challenges, often leading to degraded model performance, especially in communication-constrained environments. In this work, we propose FedRFRL, a robust FL framework designed to mitigate the adverse effects of label noise by combining feature regularization and a robust loss function. Specifically, FedRFRL introduces a representation regularization (RR) strategy that leverages a high-dimensional projection layer to promote the learning of diverse and discriminative features across clients. Additionally, we incorporate adaptive sharpness-aware minimization (ASAM) to encourage flatter minima for improved generalization under non-IID and noisy settings. Extensive experiments on benchmark datasets, including CIFAR-10, CIFAR-100, SVHN, Fashion-MNIST, and the real-world noisy datasets CIFAR-N and Clothing1M, demonstrate that FedRFRL consistently outperforms existing methods, achieving strong robustness against both symmetric and asymmetric label noise. These results highlight the effectiveness and scalability of FedRFRL in real-world FL scenarios with imperfect supervision.","2691-4581","","10.1109/TAI.2025.3609745","Institute of Information & Communications Technology Planning & Evaluation (IITP) through the Evolvable Deep Learning Model Generation Platform for Edge Computing, Korean government (MSIT)(grant numbers:2019-0-01287); IITP through Korean MSIT (Artificial Intelligence Innovation Hub)(grant numbers:RS-2021-II212068); Artificial Intelligence Convergence Innovation Human Resources Development, Kyung Hee University, MSIT(grant numbers:RS-2022-00155911); MSIT through the Convergence security core talent training business support program supervised by the IITP(grant numbers:IITP-2023(2023) RS-2023-00266615); Information Technology Research Center (ITRC) through MIST by 50%(grant numbers:IITP-2025-RS-2023-00258649); NRF through the Korean government (MSIT)(grant numbers:RS-2023-00207816,RS-2024-00352423); IITP through the Global AI Frontier Lab, Korean government (MSIT)(grant numbers:RS-2024-00509257); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11168850","Active negative loss (ANL);federated learning (FL);noisy label learning;robust regularization (RR)","Noise;Noise measurement;Training;Artificial intelligence;Data models;Adaptation models;Federated learning;Standards;Minimization;Data privacy","","1","","57","IEEE","17 Sep 2025","April 2026","","IEEE","IEEE Journals"
"Personalized Federated Learning for GAI-Assisted Semantic Communications","Y. Peng; F. Jiang; L. Dong; K. Wang; K. Yang","State Key Laboratory of Novel Software Technology, Nanjing University, Nanjing, China; School of Information Science and Engineering, Hunan Normal University, Changsha, China; School of Computer Science, Hunan University of Technology and Business, Changsha, China; Department of Computer Science, Brunel University London, Uxbridge, U.K.; State Key Laboratory of Novel Software Technology, Nanjing University, Nanjing, China",IEEE Transactions on Cognitive Communications and Networking,"29 Dec 2025","2026","12","","2513","2525","Semantic Communication (SC), which focuses on transmitting meaning rather than raw data, has emerged as the next-generation communication paradigm. However, the performance of SC is heavily influenced by network design and training methodologies. To address these challenges and enhance SC performance at the edge, we first introduce a Generative Artificial Intelligence (GAI)-assisted SC (GSC) model, which improves SC capabilities by optimizing the network architecture. Then, to achieve the efficient learning of GSC models deployed on each user, a Personalized Semantic Federated Learning (PSFL) framework is proposed. Specifically, in the local training phase, a Personalized Local Distillation (PLD) approach is employed, where each user selects a tailored GSC model as a mentor based on local resources. This mentor subsequently distills knowledge to a unified student model, ensuring compliance with the model isomorphism requirements of FL. In the global aggregation phase, an Adaptive Global Pruning (AGP) scheme is applied, dynamically pruning or expanding the aggregated global model based on real-time channel conditions. This mechanism effectively balances accuracy and communication energy efficiency. Finally, numerical results validate the feasibility and efficacy of the proposed PSFL framework, demonstrating its potential to enhance SC performance in edge environments significantly.","2332-7731","","10.1109/TCCN.2025.3586904","Jiangsu Major Project on Basic Research(grant numbers:BK20243059); Gusu Innovation Project(grant numbers:ZXL2024360); National Natural Science Foundation of China(grant numbers:62132004); Major Program Project of Xiangjiang Laboratory(grant numbers:XJ2023001,XJ2022001); Qiyuan Lab Innovation Fund(grant numbers:2022-JCJQ-LA-001-088); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11073781","Semantic communication;federated learning;generative artificial intelligence;network pruning","Semantics;Data models;Training;Feature extraction;Adaptation models;Artificial intelligence;Decoding;Accuracy;Computational modeling;Numerical models","","2","","40","IEEE","8 Jul 2025","2026","","IEEE","IEEE Journals"
"Position Paper: Artificial Intelligence in Medical Image Analysis: Advances, Clinical Translation, and Emerging Frontiers","A. S. Panayides; H. Chen; N. D. Filipovic; T. Geroski; J. Hou; K. Lekadir; K. Marias; G. K. Matsopoulos; G. Papanastasiou; P. Sarder; G. Tourassi; S. A. Tsaftaris; H. Fu; E. Kyriacou; C. P. Loizou; M. Zervakis; J. H. Saltz; F. E. Shamout; K. C. L. Wong; J. Yao; A. Amini; D. I. Fotiadis; C. S. Pattichis; M. S. Pattichis","CYENS Centre of Excellence, Nicosia, Cyprus; Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Hong Kong SAR, China; University of Kragujevac, Kragujevac, Serbia; University of Kragujevac, Kragujevac, Serbia; Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Hong Kong SAR, China; Institució Catalana de Recerca i Estudis Avançats (ICREA) and the Artificial Intelligence in Medicine Lab (BCN-AIM), Universitat de Barcelona, Catalonia, Spain; Foundation for Research and Technology-FORTH, and Department of Electrical and Computer Engineering, Hellenic Mediterranean University, Heraklion, Greece; School of Electrical and Computer Engineering, National Technical University of Athens, Athens, Greece; Mathematics Research Centre, Academy of Athens, and Archimedes Unit, Athena Research Centre, Athens, Greece; Computational Microscopy Imaging Lab, Department of Medicine, Section of Quantitative Health, University of Florida, Gainesville, FL, USA; Computing and Computational Sciences Directorate Oak Ridge National Laboratory, Oak Ridge, TN, USA; School of Engineering and Causality in Healthcare AI Hub (CHAI), The University of Edinburgh, Edinburgh, U.K.; Institute of High-Performance Computing, A*STAR, Singapore; Department of Electrical Engineering Computer Engineering and Informatics, Cyprus University of Technology, Limassol, Cyprus; Department of Electrical Engineering Computer Engineering and Informatics, Cyprus University of Technology, Limassol, Cyprus; Technical University of Crete, Chania, Greece; Stony Brook University, Stony Brook, NY, USA; Division of Engineering, Clinical AI Lab, NYU Abu Dhabi, Abu Dhabi, UAE; IBM Research – Almaden Research Center, San Jose, CA, USA; Tencent AI for Life Science Lab, Shenzhen, China; Electrical and Computer Engineering Department, University of Louisville, Louisville, KY, USA; Unit of Medical Technology and Intelligent Information Systems, University of Ioannina & FORTH, Ioannina, Greece; Department of Computer Science, and the Biomedical Engineering Research Centre, University of Cyprus, Nicosia, Cyprus; Department of Electrical and Computer Engineering, University of New Mexico, Albuquerque, NM, USA",IEEE Journal of Biomedical and Health Informatics,"4 Feb 2026","2026","30","2","1187","1202","Over the past five years, artificial intelligence (AI) has introduced new models and methods for addressing the challenges associated with the broader adoption of AI models and systems in medicine. This paper reviews recent advances in AI for medical image and video analysis, outlines emerging paradigms, highlights pathways for successful clinical translation, and provides recommendations for future work. Hybrid Convolutional Neural Network (CNN) Transformer architectures now deliver state-of-the-art results in segmentation, classification, reconstruction, synthesis, and registration. Foundation and generative AI models enable the use of transfer learning to smaller datasets with limited ground truth. Federated learning supports privacy-preserving collaboration across institutions. Explainable and trustworthy AI approaches have become essential to foster clinician trust, ensure regulatory compliance, and facilitate ethical deployment. Together, these developments pave the way for integrating AI into radiology, pathology, and wider healthcare workflows.","2168-2208","","10.1109/JBHI.2025.3649496","UT-Battelle; U.S. Department of Energy; N. Prentza; M. Antonakakis; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11319419","Artificial intelligence (AI);medical imaging;medical video analysis;convolutional neural networks (CNNs);transformers;foundation models;generative AI;federated learning;medical video analysis;multimodal fusion;explainable AI;computational pathology;clinical workflow integration;trustworthy AI;ethics;regulatory compliance","Artificial intelligence;Transformers;Biological system modeling;Videos;Image segmentation;Electronic mail;Data models;Computer architecture;Computed tomography;Medical diagnostic imaging","Humans;Artificial Intelligence;Diagnostic Imaging;Neural Networks, Computer;Image Interpretation, Computer-Assisted;Image Processing, Computer-Assisted;Translational Research, Biomedical","1","","195","CCBY","31 Dec 2025","Feb. 2026","","IEEE","IEEE Journals"
"Modern Temporal Convolutional Networks for Intelligent Fault Diagnosis of Machines Under Multiple Working Conditions With Noisy Labels","C. Zhang; W. Yin; Z. Huang; Q. Min; D. Li; K. Peng","Key Laboratory of Knowledge Automation for Industrial Processes of the Ministry of Education, School of Automation and Electrical Engineering, University of Science and Technology Beijing, Beijing, China; Key Laboratory of Knowledge Automation for Industrial Processes of the Ministry of Education, School of Automation and Electrical Engineering, University of Science and Technology Beijing, Beijing, China; Key Laboratory of Knowledge Automation for Industrial Processes of the Ministry of Education, School of Automation and Electrical Engineering, University of Science and Technology Beijing, Beijing, China; National Key Laboratory of Digital and Agile Aircraft Design, Chengdu, China; Key Laboratory of Knowledge Automation for Industrial Processes of the Ministry of Education, School of Automation and Electrical Engineering, University of Science and Technology Beijing, Beijing, China; Key Laboratory of Knowledge Automation for Industrial Processes of the Ministry of Education, School of Automation and Electrical Engineering, University of Science and Technology Beijing, Beijing, China",IEEE Transactions on Instrumentation and Measurement,"12 Feb 2026","2026","75","","1","10","Machinery fault diagnosis plays an important role in enhancing equipment reliability and ensuring production safety. Varying working conditions and the occurrence of label noise make it difficult to learn patterns from complex data distributions. In this work, a loss function named sigmoid symmetric cross-entropy loss in modern temporal convolutional network (SGSCE-MTCN) is proposed to solve the rotating machinery fault diagnosis with noisy labels under multiple working conditions. Vibration data is first preprocessed to time-frequency sequence. Then, MTCN leverages depthwise separable convolution to extract cross-variable and cross-feature information after capturing long-term time series features. An adaptive loss is designed to improve the model’s robustness to label noise; the probability of the predicted output processed by the sigmoid function is taken as the dynamic parameter for adjusting the loss weight. Comprehensive experiments are conducted on two datasets with multiple working conditions. The proposed MTCN model outperforms other methods and reaches an accuracy over 95%. Experiments with label noise indicate that SGSCE enables the model to perform fault classification under varying levels of noise.","1557-9662","","10.1109/TIM.2026.3654725","National Natural Science Foundation of China(grant numbers:62203042,62303041,U21A20483); Open Funding of National Key Laboratory of Digital and Agile Aircraft Design, China(grant numbers:KFJJ-2024-I-02-06-01); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11363368","Fault diagnosis;multiple working conditions;noisy label;temporal convolutional network","Convolution;Noise;Fault diagnosis;Noise measurement;Convolutional neural networks;Adaptation models;Labeling;Employee welfare;Training;Feature extraction","","","","31","IEEE","26 Jan 2026","2026","","IEEE","IEEE Journals"
"Anticipating Vehicle Drift in the Real-World: A Data-Driven Intelligence Layer for Future AVs","I. R. Lima; Y. Nagai; J. Santos-Victor","1LARSyS, Institute for Systems and Robotics (ISR)—Lisboa, Instituto Superior Técnico, Universidade de Lisboa, Lisbon, Portugal; 2International Research Center for Neurointelligence (IRCN), The University of Tokyo, Tokyo, Japan; 1LARSyS, Institute for Systems and Robotics (ISR)—Lisboa, Instituto Superior Técnico, Universidade de Lisboa, Lisbon, Portugal",IEEE Access,"6 Apr 2026","2026","14","","50282","50295","Extreme driving scenarios, such as drifting, pose significant risks to driving safety. This article proposes a novel intelligence layer for vehicle drift detection, characterisation and anticipation, fostering the development of Advanced Driver Assistance Systems (ADAS) with increased safety for future Autonomous Vehicles (AVs). The intelligence layer leverages real-world data from expert drivers while driving and drifting, and encompasses distinct Machine Learning (ML) models to: i) segment driving states; ii) identify the key features for drift detection and characterisation; iii) define vehicle stability limits; and iv) anticipate vehicle drift through deep learning and time-series forecasting. The proposed solution provides the probability of entering drifting 200 ms into the future, with 94.4% accuracy across distinct driving and drifting states, based on vehicle velocity, sideslip angle and driver’s steering input. The models’ robustness was evaluated across distinct race tracks. The findings provide actionable insights for developing enhanced warning systems sensitive to increased-risk scenarios and triggering appropriate response mechanisms in AVs. Future lines of research are outlined to integrate expert driver response strategies to support the effective mitigation and resolution of drifting events.","2169-3536","","10.1109/ACCESS.2026.3679032","LARSyS FCT(grant numbers:10.54499/UID/50009/2025,10.54499/LA/P/0083/2020); Lisbon ELLIS Unit, the Center for Responsible AI and FCT Ph.D.,(grant numbers:10.54499/2022.12574.BD); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11457889","Autonomous vehicles;drifting;drift anticipation;drift characterization;drift detection;expert driving;real-world driving","Vehicle dynamics;Vehicles;Dynamics;Data models;Transient analysis;Kinematics;Feature extraction;Tires;Thermal stability;Predictive models","","","","30","CCBY","30 Mar 2026","2026","","IEEE","IEEE Journals"
"Collaborative Learning of Scattering and Deep Features for SAR Target Recognition With Noisy Labels","Y. Fu; Z. Liu; D. Guo; L. Wang","School of Automation, Northwestern Polytechnical University, Xi’an, China; School of Automation, Northwestern Polytechnical University, Xi’an, China; School of Automation, Northwestern Polytechnical University, Xi’an, China; School of Automation, Northwestern Polytechnical University, Xi’an, China",IEEE Transactions on Radar Systems,"29 Jan 2026","2026","4","","359","372","The acquisition of high-quality labeled synthetic aperture radar (SAR) data is challenging due to the demanding requirement for expert knowledge. Consequently, the presence of unreliable noisy labels is unavoidable, which results in performance degradation of SAR automatic target recognition (ATR). Existing research on learning with noisy labels mainly focuses on image data. However, the nonintuitive visual characteristics of SAR data are insufficient to achieve noise-robust learning. To address this problem, we propose collaborative learning of scattering and deep features (CLSDFs) for SAR ATR with noisy labels. Specifically, a multimodel feature fusion framework is designed to integrate scattering and deep features. The attributed scattering centers (ASCs) are treated as dynamic graph structure data, and the extracted physical characteristics effectively enrich the representation of deep image features. Then, the samples with clean and noisy labels are divided by modeling the loss distribution with multiple class-wise Gaussian mixture models (GMMs). Afterward, the semi-supervised learning of two divergent branches is conducted based on the data divided by each other. Moreover, a joint distribution alignment (JDA) strategy is introduced to enhance the reliability of coguessed labels. Extensive experiments have been done on the moving and stationary target acquisition and recognition (MSTAR) and SAR-ACD datasets, and the results show that the proposed method can achieve state-of-the-art performance under different operating conditions with various label noises. The code is released at https://github.com/fuyimin96/CLSDF","2832-7357","","10.1109/TRS.2026.3654779","National Natural Science Foundation of China(grant numbers:62425308,U24B20178); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11355694","Attributed scattering centers (ASCs);automatic target recognition (ATR);collaborative learning;noisy labels;synthetic aperture radar (SAR)","Noise measurement;Synthetic aperture radar;Noise;Training;Feature extraction;Scattering;Target recognition;Noise robustness;Visualization;Federated learning","","","","79","IEEE","15 Jan 2026","2026","","IEEE","IEEE Journals"
"pFedDHPO: A Differentiable Approach for Personalized Hyperparameter Optimization in Federated Learning","J. Shen; N. Cheng; W. Xu; H. Wang; W. Quan; X. Shen","School of Telecommunications Engineering, Xidian University, Xi’an, Shaanxi, China; School of Telecommunications Engineering, Xidian University, Xi’an, Shaanxi, China; Department of Computing, Hong Kong Polytechnic University, Hong Kong, China; School of Computer Science and Technology, Huazhong University of Science and Technology, Wuhan, China; School of Electronic and Information Engineering, Beijing Jiaotong University, Beijing, China; Department of Electrical and Computer Engineering, University of Waterloo, Waterloo, ON, Canada",IEEE Transactions on Cognitive Communications and Networking,"18 Dec 2025","2026","12","","412","426","Hyperparameter optimization (HPO) is crucial for federated learning (FL) performance. Given the inherent data heterogeneity across clients, recent research has focused on providing personalized hyperparameters for individual clients. However, such personalized approaches introduce exponential search complexity as the number of clients increases, significantly reducing the efficiency of existing HPO methods. To address this challenge, we propose pFedDHPO, a novel personalized HPO framework that efficiently optimizes hyperparameters in a differentiable manner. Specifically, pFedDHPO formulates personalized HPO as an optimization problem targeting joint distribution parameters within the clients’ search space and leverages gradient information from differentiable validation loss to substantially enhance the efficiency of the HPO process. Experimental results demonstrate that pFedDHPO achieves state-of-the-art performance compared to baseline methods, improving accuracy by up to 18.35% under extreme Non-IID data distributions. Additionally, the framework reduces communication overhead by 41.2% compared to conventional HPO methods, making it highly scalable for resource-constrained FL deployments.","2332-7731","","10.1109/TCCN.2025.3561292","National Key Research and Development Program of China(grant numbers:2022YFB2901900); Fundamental Research Funds for the Central Universities; Innovation Fund of Xidian University(grant numbers:YJSJ25007); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10966449","Federated learning;hyperparameter optimization;personalization;heterogeneity","Training;Optimization;Data models;Federated learning;Adaptation models;Technological innovation;Hyperparameter optimization;Clustering algorithms;Space exploration;Servers","","3","","46","IEEE","16 Apr 2025","2026","","IEEE","IEEE Journals"
"A Representation Learning Approach to Feature Drift Detection in Wireless Networks","A. Tziouvaras; B. Bertalanič; G. Floros; K. Kolomvatsos; P. Sarigiannidis; C. Fortuna","Business and IoT Integrated Solutions LTD, Nicosia, Cyprus; Jožef Stefan Institute, Ljubljana, Slovenia; Trinity College Dublin, Dublin, Ireland; University of Thessaly, Lamia, Greece; University of Western Macedonia, Kozani, Greece; Jožef Stefan Institute, Ljubljana, Slovenia",IEEE Transactions on Emerging Topics in Computing,"12 Mar 2026","2026","14","1","80","93","Artificial Intelligence (AI) is foreseen to be a centerpiece in next generation wireless networks enabling ubiquitous communication as well as new services. However, in real deployment, feature distribution changes may degrade the performance of Artificial Intelligence (AI) models and lead to undesired behaviors. To counter for undetected model degradation, we propose ALERT; a method that can detect feature distribution changes and trigger model re-training that works well on two wireless network use cases: wireless fingerprinting and link anomaly detection. ALERT includes three components: representation learning, statistical testing and utility assessment. We rely on Multi-layer Perceptron (MLP) for designing the representation learning component, on Kolmogorov–Smirnov (KS) and Population Stability Index (PSI) tests for designing the statistical testing and a new function for utility assessment. We show the superiority of the proposed method against ten standard drift detection methods available in the literature on two wireless network use cases.","2168-6750","","10.1109/TETC.2025.3644604","The Slovenian Research and Innovation Agency(grant numbers:P2-0016); European Union’s Horizon Europe Framework Program SNS-JU(grant numbers:101096456,NANCY); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11311434","Feature drift detection;machine learning;artificial intelligence;wireless networks;fingerprinting;link anomaly detection","Feature extraction;Wireless networks;Data models;Fingerprint recognition;Concept drift;Springs;Benchmark testing;Representation learning;Training;Standards","","","","47","CCBY","22 Dec 2025","Jan.-March 2026","","IEEE","IEEE Journals"
