"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Ensemble Learning With Manifold-Based Data Splitting for Noisy Label Correction","H. -C. Shao; H. -C. Wang; W. -T. Su; C. -W. Lin","Department of Statistics and Information Science, Fu Jen Catholic University, New Taipei City, Taiwan; Department of Electrical Engineering, Nation Tsing Hua University, Hsinchu, Taiwan; Department of Electrical Engineering, Nation Tsing Hua University, Hsinchu, Taiwan; Department of Electrical Engineering, and the Institute of Communications Engineering, National Tsing Hua University, Hsinchu, Taiwan",IEEE Transactions on Multimedia,"4 Mar 2022","2022","24","","1127","1140","Label noise in training data can significantly degrade a model’s generalization performance for supervised learning tasks. Here we focus on the problem that noisy labels are primarily caused by mislabeled confusing samples, which tend to be concentrated near decision boundaries rather than uniformly distributed, and whose features should be equivocal. To address the problem, we propose an ensemble learning method to correct noisy labels by exploiting the local structures of feature manifolds. Different from typical ensemble strategies that increase the prediction diversity among sub-models via certain loss terms, our method trains sub-models on disjoint subsets, each being a union of randomly selected seed samples’ nearest-neighbors of the same class on the data manifold. As a result, only a limited number of sub-models will be affected by locally-concentrated noisy labels, and each sub-model can learn a coarse representation of the data manifold along with a corresponding graph. The constructed graphs are used to suggest a set of label correction candidates, and accordingly, our method determines label correction results by majority decisions. Our experiments on real-world noisy label datasets demonstrate the superiority of the proposed method over existing state-of-the-arts.","1941-0077","","10.1109/TMM.2021.3119861","Ministry of Science and Technology, Taiwan(grant numbers:2634-F-007-015); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9576627","Ensemble learning;label noise;data splitting;graph representation;label correction","Noise measurement;Manifolds;Training;Prototypes;Data models;Task analysis;Propagation losses","","9","","43","IEEE","15 Oct 2021","2022","","IEEE","IEEE Journals"
"Are Concept Drift Detectors Reliable Alarming Systems? - A Comparative Study","L. Poenaru-Olaru; L. Cruz; A. van Deursen; J. S. Rellermeyer","Software Engineering, TU Delft, Delft, Netherlands; Software Engineering, TU Delft, Delft, Netherlands; Software Engineering, TU Delft, Delft, Netherlands; Dependable and Scalable Software Systems, Leibniz University Hannover, Hanover, Germany",2022 IEEE International Conference on Big Data (Big Data),"26 Jan 2023","2022","","","3364","3373","As machine learning models increasingly replace traditional business logic in the production system, their lifecycle management is becoming a significant concern. Once deployed into production, the machine learning models are constantly evaluated on new streaming data. Given the continuous data flow, shifting data, also known as concept drift, is ubiquitous in such settings. Concept drift usually impacts the performance of machine learning models, thus, identifying the moment when concept drift occurs is required. Concept drift is identified through concept drift detectors. In this work, we assess the reliability of concept drift detectors to identify drift in time by exploring how late are they reporting drifts and how many false alarms are they signaling. We compare the performance of the most popular drift detectors belonging to two different concept drift detector groups, error rate-based detectors and data distribution-based detectors. We assess their performance on both synthetic and real-world data. In the case of synthetic data, we investigate the performance of detectors to identify two types of concept drift, abrupt and gradual. Our findings aim to help practitioners understand which drift detector should be employed in different situations and, to achieve this, we share a list of the most important observations made throughout this study, which can serve as guidelines for practical usage. Furthermore, based on our empirical results, we analyze the suitability of each concept drift detection group to be used as an alarming system.","","978-1-6654-8045-1","10.1109/BigData55660.2022.10020292","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10020292","concept drift detection;machine learning lifecycle management","Measurement;Detectors;Machine learning;Big Data;Feature extraction;Encoding;Reliability","","16","","37","IEEE","26 Jan 2023","17-20 Dec. 2022","17-20 Dec. 2022","IEEE","IEEE Conferences"
"Federated Remote Physiological Measurement with Imperfect Data","X. Liu; M. Zhang; Z. Jiang; S. Patel; D. McDuff","Paul G. Allen School of Computer Science & Engineering, University of Washington, Seattle, USA; School of Computer Science, Fudan University, Shanghai, China; Paul G. Allen School of Computer Science & Engineering, University of Washington, Seattle, USA; Paul G. Allen School of Computer Science & Engineering, University of Washington, Seattle, USA; Microsoft Research, Redmond, USA",2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW),"23 Aug 2022","2022","","","2154","2163","The growing need for technology that supports remote healthcare is being acutely highlighted by an aging population and the COVID-19 pandemic. In health-related machine learning applications the ability to learn predictive models without data leaving a private device is attractive, especially when these data might contain features (e.g., photographs or videos of the body) that make identifying a subject trivial and/or the training data volume is large (e.g., uncompressed video). Camera-based remote physiological sensing facilitates scalable and low-cost measurement, but is a prime example of a task that involves analysing high bit-rate videos containing identifiable images and sensitive health information. Federated learning enables privacy-preserving decentralized training which has several properties beneficial for camera-based sensing. We develop the first mobile federated learning camera-based sensing system and show that it can perform competitively with traditional state-of-the-art supervised approaches. However, in the presence of corrupted data (e.g., video or label noise) from a few devices the performance of weight averaging quickly degrades. To address this, we leverage knowledge about the expected noise profile within the video to intelligently adjust how the model weights are averaged on the server. Our results show that this significantly improves upon the robustness of models even when the signal-to-noise ratio is low.","2160-7516","978-1-6654-8739-9","10.1109/CVPRW56347.2022.00234","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9857062","","Training;Performance evaluation;Training data;Collaborative work;Sensors;Noise measurement;Biomedical monitoring","","10","","41","IEEE","23 Aug 2022","19-20 June 2022","19-20 June 2022","IEEE","IEEE Conferences"
"Gradual Drift Detection by Computing Outlier in Data Stream using Z-score","B. Halder; K. M. A. Hasan","Department of Computer Science and Engineering, Khulna University of Engineering & Technology, Khulna, Bangladesh; Department of Computer Science and Engineering, Khulna University of Engineering & Technology, Khulna, Bangladesh",TENCON 2022 - 2022 IEEE Region 10 Conference (TENCON),"20 Dec 2022","2022","","","1","6","In data streaming scenario, data are created successively. And it is very common that the concepts of data may change at any positions in data stream. The properties of the target variables may shift between the static training data to real-world dynamic data. For changing the concepts, the learning performances are affected seriously. In addition, due to storage limitations, it is tough for an online learner to predict original labels of streaming data because of the concept drift as well as the location of drifting for data streaming. Therefore, a method that can detect the exact positions of drifts and quickly able to adapt changes for improving the learning performance is needed. As a solution, this paper presents a Gradual Drift Detection method for Data Stream using Z-score (DDZ) method. This DDZ approach uses Z-score to detect the stable positions of drifts in data stream. The proposed DDZ method adapts the changes very fast. As a result, DDZ is able to predict correct labels of instances and provide better outcomes. Four synthetic data stream generators with abrupt and gradual drifting and two real-world datasets are considered for evaluating the performance of the proposed method. The performance of the proposed DDZ method attains higher accuracy, recall and F-Score as compare to some existing drift detectors.","2159-3450","978-1-6654-5095-9","10.1109/TENCON55691.2022.9977633","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9977633","Concept drift;data stream;drift detector;z-score","Training data;Detectors;Robustness;Generators;Synthetic data;IEEE Regions","","1","","15","IEEE","20 Dec 2022","1-4 Nov. 2022","1-4 Nov. 2022","IEEE","IEEE Conferences"
"Adaptive Differential Filters for Fast and Communication-Efficient Federated Learning","D. Becking; H. Kirchhoffer; G. Tech; P. Haase; K. Müller; H. Schwarz; W. Samek","Fraunhofer Heinrich Hertz Institute (HHI), Berlin; Fraunhofer Heinrich Hertz Institute (HHI), Berlin; Fraunhofer Heinrich Hertz Institute (HHI), Berlin; Fraunhofer Heinrich Hertz Institute (HHI), Berlin; Fraunhofer Heinrich Hertz Institute (HHI), Berlin; Fraunhofer Heinrich Hertz Institute (HHI), Berlin; Fraunhofer Heinrich Hertz Institute (HHI), Berlin",2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW),"23 Aug 2022","2022","","","3366","3375","Federated learning (FL) scenarios inherently generate a large communication overhead by frequently transmitting neural network updates between clients and server. To minimize the communication cost, introducing sparsity in conjunction with differential updates is a commonly used technique. However, sparse model updates can slow down convergence speed or unintentionally skip certain update aspects, e.g., learned features, if error accumulation is not properly addressed. In this work, we propose a new scaling method operating at the granularity of convolutional filters which 1) compensates for highly sparse updates in FL processes, 2) adapts the local models to new data domains by enhancing some features in the filter space while diminishing others and 3) motivates extra sparsity in updates and thus achieves higher compression ratios, i.e., savings in the overall data transfer. Compared to unscaled updates and previous work, experimental results on different computer vision tasks (Pascal VOC, CIFAR10, Chest X-Ray) and neural networks (ResNets, MobileNets, VGGs) in uni-, bidirectional and partial update FL settings show that the proposed method improves the performance of the central server model while converging faster and reducing the total amount of transmitted data by up to 377×.","2160-7516","978-1-6654-8739-9","10.1109/CVPRW56347.2022.00380","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9857460","","Computer vision;Adaptation models;Computational modeling;Pipelines;Neural networks;Collaborative work;Data models","","7","","26","IEEE","23 Aug 2022","19-20 June 2022","19-20 June 2022","IEEE","IEEE Conferences"
"Deep Neural Network-Based Noisy Pixel Estimation for Breast Ultrasound Segmentation","S. Jin; W. Lu; P. Monkam","Department of Automation, Easysignal Group, Tsinghua University, Beijing, China; Department of Automation, Easysignal Group, Tsinghua University, Beijing, China; Department of Automation, Easysignal Group, Tsinghua University, Beijing, China",2022 IEEE International Conference on Image Processing (ICIP),"18 Oct 2022","2022","","","1776","1780","The success of modern deep learning algorithms for image segmentation heavily relies on the availability of high-quality labels for training. However, obtaining accurate labels is time-consuming and tedious, and requires expertise. If directly trained with dataset with noisy annotations, networks can easily overfit to noisy labels and result in poor performance, which might lead to serious misinterpretation. To this end, we propose a noisy pixel estimation approach based on deep neural network, which helps correct the noisy annotations resulting in better prediction performance. First, a deep neural network is trained to detect noisy pixels from image annotations. Then, the estimated noisy pixels are used to correct the noisy annotations. Finally, the corrected annotations are used to train the deep learning model. Our proposed framework is validated on the breast tumor segmentation task. The obtained experimental results show that our proposed method can improve the robustness of deep learning model under noisy annotations while achieving favorable performance against existing noisy label correction methods.","2381-8549","978-1-6654-9620-9","10.1109/ICIP46576.2022.9898006","Tsinghua University; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9898006","Image segmentation;weakly supervised learning;noisy labels;breast tumor segmentation","Deep learning;Training;Image segmentation;Ultrasonic imaging;Breast tumors;Annotations;Neural networks","","3","","16","IEEE","18 Oct 2022","16-19 Oct. 2022","16-19 Oct. 2022","IEEE","IEEE Conferences"
"A Robust Learning Framework Using Self-supervised Learning for Learning with Noisy Labels","R. Higashimoto; S. Yoshida; M. Muneyasu","Graduate School of Science and Engineering, Kansai University; Graduate School of Science and Engineering, Kansai University; Graduate School of Science and Engineering, Kansai University",2022 IEEE 11th Global Conference on Consumer Electronics (GCCE),"18 Jan 2023","2022","","","398","399","Deep neural networks (DNNs) have achieved remarkable performance in various fields; however, a drop in accuracy is inevitable when training on data with noisy labels. In recent years, researchers on learning with noisy labels have focused on sample selection that uses loss values for each sample to divide the training data into clean and noisy samples. However, the performance of noisy label removal in a sample selection approach depends on the learning progress of the initial learning step. Furthermore, as the number of labeled samples used for learning a DNN decreases, the learning efficiency decreases. We propose a learning framework that improves the performance of the initial learning step of a DNN and the learning efficiency until convergence by introducing SimCLR as a pre-training method. The experimental results on the CIFAR-100 dataset containing noisy labels with the reproduced symmetric noise of various noise rates demonstrate the effectiveness of the proposed method.","2378-8143","978-1-6654-9232-4","10.1109/GCCE56475.2022.10014112","ACT-X; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10014112","learning with noisy labels;SimCLR.","Training;Deep learning;Neural networks;Training data;Self-supervised learning;Noise measurement;Consumer electronics","","","","6","IEEE","18 Jan 2023","18-21 Oct. 2022","18-21 Oct. 2022","IEEE","IEEE Conferences"
"Anti-Interference From Noisy Labels: Mean-Teacher-Assisted Confident Learning for Medical Image Segmentation","Z. Xu; D. Lu; J. Luo; Y. Wang; J. Yan; K. Ma; Y. Zheng; R. K. -Y. Tong","Department of Biomedical Engineering, The Chinese University of Hong Kong, Hong Kong, China; Tencent Healthcare (Shenzhen) Company Ltd., Shenzhen, China; Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA; Department of Bioengineering, Stanford University, Stanford, CA, USA; Department of Automation, Tsinghua University, Beijing, China; Tencent Healthcare (Shenzhen) Company Ltd., Shenzhen, China; Tencent Healthcare (Shenzhen) Company Ltd., Shenzhen, China; Department of Biomedical Engineering, The Chinese University of Hong Kong, Hong Kong, China",IEEE Transactions on Medical Imaging,"27 Oct 2022","2022","41","11","3062","3073","Manually segmenting medical images is expertise-demanding, time-consuming and laborious. Acquiring massive high-quality labeled data from experts is often infeasible. Unfortunately, without sufficient high-quality pixel-level labels, the usual data-driven learning-based segmentation methods often struggle with deficient training. As a result, we are often forced to collect additional labeled data from multiple sources with varying label qualities. However, directly introducing additional data with low-quality noisy labels may mislead the network training and undesirably offset the efficacy provided by those high-quality labels. To address this issue, we propose a Mean-Teacher-assisted Confident Learning (MTCL) framework constructed by a teacher-student architecture and a label self-denoising process to robustly learn segmentation from a small set of high-quality labeled data and plentiful low-quality noisy labeled data. Particularly, such a synergistic framework is capable of simultaneously and robustly exploiting (i) the additional dark knowledge inside the images of low-quality labeled set via perturbation-based unsupervised consistency, and (ii) the productive information of their low-quality noisy labels via explicit label refinement. Comprehensive experiments on left atrium segmentation with simulated noisy labels and hepatic and retinal vessel segmentation with real-world noisy labels demonstrate the superior segmentation performance of our approach as well as its effectiveness on label denoising.","1558-254X","","10.1109/TMI.2022.3176915","Research Grant Council of Hong Kong under General Research Fund(grant numbers:14205419); Scientific and Technical Innovation 2030-“New Generation Artificial Intelligence”(grant numbers:2020AAA0104100); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9779756","Medical image segmentation;noisy label;label denoising","Image segmentation;Noise measurement;Training;Biomedical imaging;Task analysis;Quality control;Predictive models","","60","","43","IEEE","23 May 2022","Nov. 2022","","IEEE","IEEE Journals"
"Partial Multi-Label Feature Selection","J. Wang; P. Li; K. Yu","Key Laboratory of Knowledge Engineering with Big Data (Hefei University of Technology), Ministry of Education; Key Laboratory of Knowledge Engineering with Big Data (Hefei University of Technology), Ministry of Education; Key Laboratory of Knowledge Engineering with Big Data (Hefei University of Technology), Ministry of Education",2022 International Joint Conference on Neural Networks (IJCNN),"30 Sep 2022","2022","","","1","9","Multi-label feature selection is an effective approach to alleviate the high dimensionality of multi-label learning tasks. Most of the existing multi-label feature selection methods are based on the assumption that the relevant labels of each training sample are precisely annotated. However, in real-world applications, this assumption is not always held, each instance may be labeled with a set of candidate labels that contains all the ground-truth labels adulterated with noisy labels, which is called partial multi-label problem. Previous multi-label feature selection methods can not select the optimal feature set in the presence of partial multi-label. Therefore, to tackle this problem we propose a novel partial multi-label feature selection method, called PMLFS. To be specific, ground-truth labels and noisy labels are firstly distinguished in terms of label correlations and the sparsity of noisy labels. Secondly, manifold regularization is incorporated to explore the local structure. Based on the above, we design an objective framework involving $l_{2,1}$-norm regularization to achieve partial multi-label feature selection. Finally, extensive experiments on synthetic and real-world partial multi-label data sets demonstrate that the proposed method outperforms the state-of-the-art multi-label feature selection methods.","2161-4407","978-1-7281-8671-9","10.1109/IJCNN55064.2022.9892133","Natural Science Foundation of China(grant numbers:62120106008,61976077,62076085); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9892133","feature selection;partial multi-label learning;noisy labels","Training;Manifolds;Correlation;Redundancy;Neural networks;Feature extraction;Noise measurement","","11","","33","IEEE","30 Sep 2022","18-23 July 2022","18-23 July 2022","IEEE","IEEE Conferences"
"Concept drift adaptation for audio scene classification using high-level features","I. D. Id; M. Abe; S. Hara","Graduate School of Interdisciplinary Science and Engineering in Health Systems, Okayama University, Okayama, Japan; Graduate School of Interdisciplinary Science and Engineering in Health Systems, Okayama University, Okayama, Japan; Graduate School of Interdisciplinary Science and Engineering in Health Systems, Okayama University, Okayama, Japan",2022 IEEE International Conference on Consumer Electronics (ICCE),"15 Mar 2022","2022","","","1","5","Data used in the model training is assumed to have a similar distribution when the model is applied. However, in some applications, the data distributions may change over time. This condition, known as the concept drift, might decrease the model performance because the model is trained and evaluated in different distributions. To solve this problem in the audio scene classification task, we previously proposed the Combine-merge Gaussian mixture model (CMGMM) algorithm, where Mel-frequency cepstral coefficients (MFCCs) are used as the feature vector. In this paper, in the CMGMM algorithm, we propose to use the Pre-trained audio neural networks (PANNs) to model event audio that exists in the scene. A motivation is, instead of acoustic features, to make the best use of high-level features obtained by a model that trained using a large amount of audio data. The experiment result shows that the proposed method using PANNs improves model accuracy. In the active methods with abrupt and gradual concept drift, it is recommended to use PANNs to have significant accuracy improvement and obtain optimal adaptation results.","2158-4001","978-1-6654-4154-4","10.1109/ICCE53296.2022.9730332","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9730332","Audio scene classification;audio tagging;concept drift;gaussian mixture model","Training;Adaptation models;Image analysis;Neural networks;Mixture models;Feature extraction;Data models","","","","18","IEEE","15 Mar 2022","7-9 Jan. 2022","7-9 Jan. 2022","IEEE","IEEE Conferences"
"Noisy Label Learning for Security Defects","R. Croft; M. A. Babar; H. Chen","CREST - The Centre for Research on Engineering Software Technologies, The University of Adelaide Cyber Security Cooperative Research Centre, Adelaide, Australia; CREST - The Centre for Research on Engineering Software Technologies, The University of Adelaide Cyber Security Cooperative Research Centre, Adelaide, Australia; CREST - The Centre for Research on Engineering Software Technologies, The University of Adelaide Cyber Security Cooperative Research Centre, Adelaide, Australia",2022 IEEE/ACM 19th International Conference on Mining Software Repositories (MSR),"21 Jun 2022","2022","","","435","447","Data-driven software engineering processes, such as vulnerability prediction heavily rely on the quality of the data used. In this paper, we observe that it is infeasible to obtain a noise-free security defect dataset in practice. Despite the vulnerable class, the non-vulnerable modules are difficult to be verified and determined as truly exploit free given the limited manual efforts available. It results in uncertainty, introduces labeling noise in the datasets and affects conclusion validity. To address this issue, we propose novel learning methods that are robust to label impurities and can leverage the most from limited label data; noisy label learning. We investigate various noisy label learning methods applied to soft-ware vulnerability prediction. Specifically, we propose a two-stage learning method based on noise cleaning to identify and remediate the noisy samples, which improves AUC and recall of baselines by up to 8.9% and 23.4%, respectively. Moreover, we discuss several hurdles in terms of achieving a performance upper bound with semi-omniscient knowledge of the label noise. Overall, the experimental results show that learning from noisy labels can be effective for data-driven software and security analytics.","2574-3864","978-1-4503-9303-4","10.1145/3524842.3528446","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796240","machine learning;noisy label learning;software vulnerabilities","Learning systems;Upper bound;Uncertainty;Manuals;Predictive models;Software;Noise measurement","","9","","76","","21 Jun 2022","23-24 May 2022","23-24 May 2022","IEEE","IEEE Conferences"
"Hierarchical Federated Learning for the Next Generation IoT","M. Simos; P. S. Bouzinis; P. D. Diamantoulakis; P. Sarigiannidis; G. K. Karagiannidis","Department of Electrical and Computer Engineering, Aristotle University of Thessaloniki, Thessaloniki, Greece; Department of Electrical and Computer Engineering, Aristotle University of Thessaloniki, Thessaloniki, Greece; Department of Electrical and Computer Engineering, Aristotle University of Thessaloniki, Thessaloniki, Greece; Department of Informatics and Telecommunications Engineering, University of Western Macedonia, Kozani, Greece; Department of Electrical and Computer Engineering, Aristotle University of Thessaloniki, Thessaloniki, Greece","2022 18th International Conference on Wireless and Mobile Computing, Networking and Communications (WiMob)","15 Nov 2022","2022","","","198","203","Federated Learning is a promising decentralized machine learning approach, which has the potential to realize the vision of next-generation internet-of-things (NGIoT), by offering intelligent services and meeting the privacy and low latency requirements. By leveraging the combination of edge servers, as intermediate model aggregators, and the central cloud server, as global model aggregator, the concept of Hierarchical Federated Learning (HFL) has recently emerged. In this paper, we aim to minimize the delay of a global HFL round, under user energy requirements. We jointly optimize the computation and communication resources, as well as the user-edge assignment, in order to minimize the overall delay. The formulated non-convex combinatorial problem, is optimally solved by being decomposed into two disjoint subproblems, namely the resource allocation and user-edge assignment. Finally, the simulation results demonstrate the effectiveness of the proposed methods in terms of delay reduction, compared to selected benchmarks, while insights for the networks' behavior are provided.","2160-4894","978-1-6654-6975-3","10.1109/WiMob55322.2022.9941355","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9941355","Hierarchical federated learning;next-generation Internet-of-Things","Wireless communication;Privacy;Federated learning;Simulation;Computational modeling;Performance gain;Delays","","3","","17","IEEE","15 Nov 2022","10-12 Oct. 2022","10-12 Oct. 2022","IEEE","IEEE Conferences"
"Impact of Labeling Noise on Machine Learning: A Cost-aware Empirical Study","A. A. Gharawi; J. Alsubhi; L. Ramaswamy","Department of Computer Science, University of Georgia; Department of Computer Science, University of Georgia; Department of Computer Science, University of Georgia",2022 21st IEEE International Conference on Machine Learning and Applications (ICMLA),"23 Mar 2023","2022","","","936","939","Since the emergence of large datasets, machine learning models have demonstrated excellent performance in a wide range of applications. This accomplishment was made possible by the availability of large amounts of labeled datasets. Finding high-quality labeled datasets, on the other hand, is difficult to obtain. Acquiring high-quality datasets with limited class label noise becomes an important task since noisy datasets can affect the performance and structure of machine learning models. However, it is extremely difficult to reduce label noise significantly in real-world datasets unless using expensive expert annotators. This work studies the influence of varying degrees of label noise on the complexity and accuracy of machine learning models, based on considerable testing and research. It also explores how to reduce labeling costs while maintaining the desired accuracy.","","978-1-6654-6283-9","10.1109/ICMLA55696.2022.00156","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10068925","machine learning;deep learning;label noise;class label noise;Labeling Cost Optimization;mislabeled data","Support vector machines;Costs;Machine learning algorithms;Machine learning;Labeling;Noise measurement;Task analysis","","6","","21","IEEE","23 Mar 2023","12-14 Dec. 2022","12-14 Dec. 2022","IEEE","IEEE Conferences"
"Mixed Differential Privacy in Computer Vision","A. Golatkar; A. Achille; Y. -X. Wang; A. Roth; M. Kearns; S. Soatto",UCLA; AWS AI Labs; AWS AI Labs; AWS AI Labs; AWS AI Labs; AWS AI Labs,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),"27 Sep 2022","2022","","","8366","8376","We introduce AdaMix, an adaptive differentially private algorithm for training deep neural network classifiers using both private and public image data. While pre-training language models on large public datasets has enabled strong differential privacy (DP) guarantees with minor loss of accuracy, a similar practice yields punishing trade-offs in vision tasks. A few-shot or even zero-shot learning baseline that ignores private data can outperform fine-tuning on a large private dataset. AdaMix incorporates few-shot training, or cross-modal zero-shot learning, on public data prior to private fine-tuning, to improve the trade-off. AdaMix reduces the error increase from the non-private upper bound from the 167–311% of the baseline, on average across 6 datasets, to 68-92% depending on the desired privacy level selected by the user. AdaMix tackles the trade-off arising in visual classification, whereby the most privacy sensitive data, corresponding to isolated points in representation space, are also critical for high classification accuracy. In addition, AdaMix comes with strong theoretical privacy guarantees and convergence analysis.","2575-7075","978-1-6654-6946-3","10.1109/CVPR52688.2022.00819","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9879014","Privacy and federated learning; Recognition: detection;categorization;retrieval; Transparency;fairness;accountability;privacy and ethics in vision","Training;Privacy;Computer vision;Differential privacy;Visualization;Upper bound;Computational modeling","","21","","62","IEEE","27 Sep 2022","18-24 June 2022","18-24 June 2022","IEEE","IEEE Conferences"
"Co-LDL: A Co-Training-Based Label Distribution Learning Method for Tackling Label Noise","Z. Sun; H. Liu; Q. Wang; T. Zhou; Q. Wu; Z. Tang","School of Computer Science and Engineering, Nanjing University of Science and Technology, Nanjing, China; School of Computer Science and Engineering, Nanjing University of Science and Technology, Nanjing, China; School of Computer Science and Engineering, Nanjing University of Science and Technology, Nanjing, China; Computer Vision Laboratory, ETH Zurich, Zürich, Switzerland; School of Computer Science, The University of Adelaide, Adelaide, Australia; School of Computer Science and Engineering, Nanjing University of Science and Technology, Nanjing, China",IEEE Transactions on Multimedia,"4 Mar 2022","2022","24","","1093","1104","Performances of deep neural networks are prone to be degraded by label noise due to their powerful capability in fitting training data. Deeming low-loss instances as clean data is one of the most promising strategies in tackling label noise and has been widely adopted by state-of-the-art methods. However, prior works tend to drop high-loss instances directly, neglecting their valuable information. To address this issue, we propose an end-to-end framework named Co-LDL, which incorporates the low-loss sample selection strategy with label distribution learning. Specifically, we simultaneously train two deep neural networks and let them communicate useful knowledge by selecting low-loss and high-loss samples for each other. Low-loss samples are leveraged conventionally for updating network parameters. On the contrary, high-loss samples are trained in a label distribution learning manner to update network parameters and label distributions concurrently. Moreover, we propose a self-supervised module to further boost the model performance by enhancing the learned representations. Comprehensive experiments on both synthetic and real-world noisy datasets are provided to demonstrate the superiority of our Co-LDL method over state-of-the-art approaches in learning with noisy labels. The source code and models have been made available at https://github.com/NUST-Machine-Intelligence-Laboratory/CoLDL.","1941-0077","","10.1109/TMM.2021.3116430","National Natural Science Foundation of China(grant numbers:62102182,61976116); Natural Science Foundation of Jiangsu Province(grant numbers:BK20210327); Fundamental Research Funds for the Central Universities(grant numbers:30920021135); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9552480","Label noise;co-training;label distribution learning;self-supervised representation learning","Training;Noise measurement;Deep learning;Training data;Neural networks;Computer vision;Task analysis","","36","","70","IEEE","29 Sep 2021","2022","","IEEE","IEEE Journals"
"Graph-based Multi-view Partial Multi-label Learning","W. Liu; S. Feng; H. Tian","School of Computer and Information Technology, Beijing Jiaotong University, Beijing, China; School of Computer and Information Technology, Beijing Jiaotong University, Beijing, China; China Mobile Xiongan Information Communication Technologies Ltd, China Mobile System Integration Communication., Ltd, Beijing, China","2022 IEEE 13th International Symposium on Parallel Architectures, Algorithms and Programming (PAAP)","11 Jan 2023","2022","","","1","5","In multi-view partial multi-label learning (MVPML) problem, each instance is described by several heterogeneous feature representations and associated with a set of candidate labels, which include both ground-truth and noisy labels. The key to learn from MVPML data lies in how to deal with multi-view data and how to select the ground-truth labels from candidate label set. In this paper, we propose a Graph-based Multi-view Partial Multi-label method, which integrates exploiting multi-view information, noisy label disambiguation and training predictor model into a whole framework. Specifically, we first exploit the consensus information across different views by learning the similarity graph of each view and fuses these similarity graphs into a unified graph. Secondly, we decompose the observed label set into a ground-truth label matrix and a noisy label matrix, where the noisy label matrix is assumed to be sparse. Then, we embed the learned unified similarity graph into the process of label disambiguation to obtain a more reliable ground-truth label matrix. Finally, the predictive model is learned by the ground-truth label matrix. Extensive experiments indicate that our proposed method can achieve superior or comparable performance against state-of-the-art methods.","","978-1-6654-5218-2","10.1109/PAAP56126.2022.10010429","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10010429","Multi-view Partial Multi-label Learning;Similarity Graph;Low-rank and Sparse Decomposition","Training;Fuses;Predictive models;Programming;Prediction algorithms;Parallel architectures;Sparse matrices","","3","","25","IEEE","11 Jan 2023","25-27 Nov. 2022","25-27 Nov. 2022","IEEE","IEEE Conferences"
